,period,respondent,respondent-name,fueltype,type-name,value,value-units
1415,2023-02-28T23,CAL,California,SUN,Solar,7884,megawatthours
1416,2023-03-01T00,CAL,California,SUN,Solar,6210,megawatthours
1417,2023-03-01T01,CAL,California,SUN,Solar,3202,megawatthours
1418,2023-03-01T02,CAL,California,SUN,Solar,332,megawatthours
1419,2023-03-01T03,CAL,California,SUN,Solar,-30,megawatthours
1420,2023-03-01T04,CAL,California,SUN,Solar,-27,megawatthours
1421,2023-03-01T05,CAL,California,SUN,Solar,-26,megawatthours
1422,2023-03-01T06,CAL,California,SUN,Solar,-26,megawatthours
1423,2023-03-01T07,CAL,California,SUN,Solar,-26,megawatthours
1424,2023-03-01T08,CAL,California,SUN,Solar,-25,megawatthours
1425,2023-03-01T09,CAL,California,SUN,Solar,-26,megawatthours
1426,2023-03-01T10,CAL,California,SUN,Solar,-26,megawatthours
1427,2023-03-01T11,CAL,California,SUN,Solar,-26,megawatthours
1428,2023-03-01T12,CAL,California,SUN,Solar,-26,megawatthours
1429,2023-03-01T13,CAL,California,SUN,Solar,-27,megawatthours
1430,2023-03-01T14,CAL,California,SUN,Solar,-29,megawatthours
1431,2023-03-01T15,CAL,California,SUN,Solar,300,megawatthours
1432,2023-03-01T16,CAL,California,SUN,Solar,2803,megawatthours
1433,2023-03-01T17,CAL,California,SUN,Solar,6042,megawatthours
1434,2023-03-01T18,CAL,California,SUN,Solar,7641,megawatthours
1435,2023-03-01T19,CAL,California,SUN,Solar,9103,megawatthours
1436,2023-03-01T20,CAL,California,SUN,Solar,8646,megawatthours
1437,2023-03-01T21,CAL,California,SUN,Solar,8391,megawatthours
1438,2023-03-01T22,CAL,California,SUN,Solar,7309,megawatthours
1439,2023-03-01T23,CAL,California,SUN,Solar,7386,megawatthours
1440,2023-03-02T00,CAL,California,SUN,Solar,6632,megawatthours
1441,2023-03-02T01,CAL,California,SUN,Solar,4179,megawatthours
1442,2023-03-02T02,CAL,California,SUN,Solar,521,megawatthours
1443,2023-03-02T03,CAL,California,SUN,Solar,-19,megawatthours
1444,2023-03-02T04,CAL,California,SUN,Solar,-18,megawatthours
1445,2023-03-02T05,CAL,California,SUN,Solar,-16,megawatthours
1446,2023-03-02T06,CAL,California,SUN,Solar,-16,megawatthours
1447,2023-03-02T07,CAL,California,SUN,Solar,-15,megawatthours
1448,2023-03-02T08,CAL,California,SUN,Solar,-15,megawatthours
1449,2023-03-02T09,CAL,California,SUN,Solar,-15,megawatthours
1450,2023-03-02T10,CAL,California,SUN,Solar,-15,megawatthours
1451,2023-03-02T11,CAL,California,SUN,Solar,-16,megawatthours
1452,2023-03-02T12,CAL,California,SUN,Solar,-16,megawatthours
1453,2023-03-02T13,CAL,California,SUN,Solar,-17,megawatthours
1454,2023-03-02T14,CAL,California,SUN,Solar,-17,megawatthours
1455,2023-03-02T15,CAL,California,SUN,Solar,750,megawatthours
1456,2023-03-02T16,CAL,California,SUN,Solar,6896,megawatthours
1457,2023-03-02T17,CAL,California,SUN,Solar,12219,megawatthours
1458,2023-03-02T18,CAL,California,SUN,Solar,13538,megawatthours
1459,2023-03-02T19,CAL,California,SUN,Solar,13829,megawatthours
1460,2023-03-02T20,CAL,California,SUN,Solar,14031,megawatthours
1461,2023-03-02T21,CAL,California,SUN,Solar,13510,megawatthours
1462,2023-03-02T22,CAL,California,SUN,Solar,12975,megawatthours
1463,2023-03-02T23,CAL,California,SUN,Solar,12115,megawatthours
1464,2023-03-03T00,CAL,California,SUN,Solar,11197,megawatthours
1465,2023-03-03T01,CAL,California,SUN,Solar,7134,megawatthours
1466,2023-03-03T02,CAL,California,SUN,Solar,1041,megawatthours
1467,2023-03-03T03,CAL,California,SUN,Solar,-26,megawatthours
1468,2023-03-03T04,CAL,California,SUN,Solar,-26,megawatthours
1469,2023-03-03T05,CAL,California,SUN,Solar,-25,megawatthours
1470,2023-03-03T06,CAL,California,SUN,Solar,-25,megawatthours
1471,2023-03-03T07,CAL,California,SUN,Solar,-25,megawatthours
1472,2023-03-03T08,CAL,California,SUN,Solar,-25,megawatthours
1473,2023-03-03T09,CAL,California,SUN,Solar,-25,megawatthours
1474,2023-03-03T10,CAL,California,SUN,Solar,-25,megawatthours
1475,2023-03-03T11,CAL,California,SUN,Solar,-26,megawatthours
1476,2023-03-03T12,CAL,California,SUN,Solar,-26,megawatthours
1477,2023-03-03T13,CAL,California,SUN,Solar,-27,megawatthours
1478,2023-03-03T14,CAL,California,SUN,Solar,-28,megawatthours
1479,2023-03-03T15,CAL,California,SUN,Solar,883,megawatthours
1480,2023-03-03T16,CAL,California,SUN,Solar,7104,megawatthours
1481,2023-03-03T17,CAL,California,SUN,Solar,11962,megawatthours
1482,2023-03-03T18,CAL,California,SUN,Solar,13134,megawatthours
1483,2023-03-03T19,CAL,California,SUN,Solar,13212,megawatthours
1484,2023-03-03T20,CAL,California,SUN,Solar,13097,megawatthours
1485,2023-03-03T21,CAL,California,SUN,Solar,12068,megawatthours
1486,2023-03-03T22,CAL,California,SUN,Solar,11889,megawatthours
1487,2023-03-03T23,CAL,California,SUN,Solar,11903,megawatthours
1488,2023-03-04T00,CAL,California,SUN,Solar,11259,megawatthours
1489,2023-03-04T01,CAL,California,SUN,Solar,6902,megawatthours
1490,2023-03-04T02,CAL,California,SUN,Solar,860,megawatthours
1491,2023-03-04T03,CAL,California,SUN,Solar,-8,megawatthours
1492,2023-03-04T04,CAL,California,SUN,Solar,-7,megawatthours
1493,2023-03-04T05,CAL,California,SUN,Solar,-5,megawatthours
1494,2023-03-04T06,CAL,California,SUN,Solar,-5,megawatthours
1495,2023-03-04T07,CAL,California,SUN,Solar,-5,megawatthours
1496,2023-03-04T08,CAL,California,SUN,Solar,-5,megawatthours
1497,2023-03-04T09,CAL,California,SUN,Solar,-5,megawatthours
1498,2023-03-04T10,CAL,California,SUN,Solar,-5,megawatthours
1499,2023-03-04T11,CAL,California,SUN,Solar,-6,megawatthours
1500,2023-03-04T12,CAL,California,SUN,Solar,-6,megawatthours
1501,2023-03-04T13,CAL,California,SUN,Solar,-6,megawatthours
1502,2023-03-04T14,CAL,California,SUN,Solar,-6,megawatthours
1503,2023-03-04T15,CAL,California,SUN,Solar,850,megawatthours
1504,2023-03-04T16,CAL,California,SUN,Solar,5747,megawatthours
1505,2023-03-04T17,CAL,California,SUN,Solar,9542,megawatthours
1506,2023-03-04T18,CAL,California,SUN,Solar,10607,megawatthours
1507,2023-03-04T19,CAL,California,SUN,Solar,10860,megawatthours
1508,2023-03-04T20,CAL,California,SUN,Solar,11436,megawatthours
1509,2023-03-04T21,CAL,California,SUN,Solar,11176,megawatthours
1510,2023-03-04T22,CAL,California,SUN,Solar,9618,megawatthours
1511,2023-03-04T23,CAL,California,SUN,Solar,7217,megawatthours
1512,2023-03-05T00,CAL,California,SUN,Solar,6791,megawatthours
1513,2023-03-05T01,CAL,California,SUN,Solar,3783,megawatthours
1514,2023-03-05T02,CAL,California,SUN,Solar,495,megawatthours
1515,2023-03-05T03,CAL,California,SUN,Solar,24,megawatthours
1516,2023-03-05T04,CAL,California,SUN,Solar,10,megawatthours
1517,2023-03-05T05,CAL,California,SUN,Solar,11,megawatthours
1518,2023-03-05T06,CAL,California,SUN,Solar,11,megawatthours
1519,2023-03-05T07,CAL,California,SUN,Solar,10,megawatthours
1520,2023-03-05T08,CAL,California,SUN,Solar,10,megawatthours
1521,2023-03-05T09,CAL,California,SUN,Solar,10,megawatthours
1522,2023-03-05T10,CAL,California,SUN,Solar,10,megawatthours
1523,2023-03-05T11,CAL,California,SUN,Solar,11,megawatthours
1524,2023-03-05T12,CAL,California,SUN,Solar,10,megawatthours
1525,2023-03-05T13,CAL,California,SUN,Solar,9,megawatthours
1526,2023-03-05T14,CAL,California,SUN,Solar,9,megawatthours
1527,2023-03-05T15,CAL,California,SUN,Solar,461,megawatthours
1528,2023-03-05T16,CAL,California,SUN,Solar,3711,megawatthours
1529,2023-03-05T17,CAL,California,SUN,Solar,6255,megawatthours
1530,2023-03-05T18,CAL,California,SUN,Solar,8052,megawatthours
1531,2023-03-05T19,CAL,California,SUN,Solar,8577,megawatthours
1532,2023-03-05T20,CAL,California,SUN,Solar,8806,megawatthours
1533,2023-03-05T21,CAL,California,SUN,Solar,8713,megawatthours
1534,2023-03-05T22,CAL,California,SUN,Solar,8004,megawatthours
1535,2023-03-05T23,CAL,California,SUN,Solar,7029,megawatthours
1536,2023-03-06T00,CAL,California,SUN,Solar,5902,megawatthours
1537,2023-03-06T01,CAL,California,SUN,Solar,3106,megawatthours
1538,2023-03-06T02,CAL,California,SUN,Solar,499,megawatthours
1539,2023-03-06T03,CAL,California,SUN,Solar,28,megawatthours
1540,2023-03-06T04,CAL,California,SUN,Solar,31,megawatthours
1541,2023-03-06T05,CAL,California,SUN,Solar,15,megawatthours
1542,2023-03-06T06,CAL,California,SUN,Solar,-38,megawatthours
1543,2023-03-06T07,CAL,California,SUN,Solar,-38,megawatthours
1544,2023-03-06T08,CAL,California,SUN,Solar,-38,megawatthours
1545,2023-03-06T09,CAL,California,SUN,Solar,-38,megawatthours
1546,2023-03-06T10,CAL,California,SUN,Solar,-38,megawatthours
1547,2023-03-06T11,CAL,California,SUN,Solar,-39,megawatthours
1548,2023-03-06T12,CAL,California,SUN,Solar,-39,megawatthours
1549,2023-03-06T13,CAL,California,SUN,Solar,-40,megawatthours
1550,2023-03-06T14,CAL,California,SUN,Solar,-40,megawatthours
1551,2023-03-06T15,CAL,California,SUN,Solar,588,megawatthours
1552,2023-03-06T16,CAL,California,SUN,Solar,6722,megawatthours
1553,2023-03-06T17,CAL,California,SUN,Solar,11558,megawatthours
1554,2023-03-06T18,CAL,California,SUN,Solar,10955,megawatthours
1555,2023-03-06T19,CAL,California,SUN,Solar,11359,megawatthours
1556,2023-03-06T20,CAL,California,SUN,Solar,10871,megawatthours
1557,2023-03-06T21,CAL,California,SUN,Solar,9895,megawatthours
1558,2023-03-06T22,CAL,California,SUN,Solar,9393,megawatthours
1559,2023-03-06T23,CAL,California,SUN,Solar,8953,megawatthours
1560,2023-03-07T00,CAL,California,SUN,Solar,6578,megawatthours
1561,2023-03-07T01,CAL,California,SUN,Solar,3304,megawatthours
1562,2023-03-07T02,CAL,California,SUN,Solar,558,megawatthours
1563,2023-03-07T03,CAL,California,SUN,Solar,38,megawatthours
1564,2023-03-07T04,CAL,California,SUN,Solar,42,megawatthours
1565,2023-03-07T05,CAL,California,SUN,Solar,43,megawatthours
1566,2023-03-07T06,CAL,California,SUN,Solar,44,megawatthours
1567,2023-03-07T07,CAL,California,SUN,Solar,43,megawatthours
1568,2023-03-07T08,CAL,California,SUN,Solar,43,megawatthours
1569,2023-03-07T09,CAL,California,SUN,Solar,42,megawatthours
1570,2023-03-07T10,CAL,California,SUN,Solar,42,megawatthours
1571,2023-03-07T11,CAL,California,SUN,Solar,42,megawatthours
1572,2023-03-07T12,CAL,California,SUN,Solar,42,megawatthours
1573,2023-03-07T13,CAL,California,SUN,Solar,42,megawatthours
1574,2023-03-07T14,CAL,California,SUN,Solar,41,megawatthours
1575,2023-03-07T15,CAL,California,SUN,Solar,651,megawatthours
1576,2023-03-07T16,CAL,California,SUN,Solar,5324,megawatthours
1577,2023-03-07T17,CAL,California,SUN,Solar,9831,megawatthours
1578,2023-03-07T18,CAL,California,SUN,Solar,11188,megawatthours
1579,2023-03-07T19,CAL,California,SUN,Solar,11636,megawatthours
1580,2023-03-07T20,CAL,California,SUN,Solar,11410,megawatthours
1581,2023-03-07T21,CAL,California,SUN,Solar,11209,megawatthours
1582,2023-03-07T22,CAL,California,SUN,Solar,10795,megawatthours
1583,2023-03-07T23,CAL,California,SUN,Solar,9620,megawatthours
1584,2023-03-08T00,CAL,California,SUN,Solar,8258,megawatthours
1585,2023-03-08T01,CAL,California,SUN,Solar,5647,megawatthours
1586,2023-03-08T02,CAL,California,SUN,Solar,1025,megawatthours
1587,2023-03-08T03,CAL,California,SUN,Solar,36,megawatthours
1588,2023-03-08T04,CAL,California,SUN,Solar,39,megawatthours
1589,2023-03-08T05,CAL,California,SUN,Solar,41,megawatthours
1590,2023-03-08T06,CAL,California,SUN,Solar,41,megawatthours
1591,2023-03-08T07,CAL,California,SUN,Solar,41,megawatthours
1592,2023-03-08T08,CAL,California,SUN,Solar,41,megawatthours
1593,2023-03-08T09,CAL,California,SUN,Solar,41,megawatthours
1594,2023-03-08T10,CAL,California,SUN,Solar,40,megawatthours
1595,2023-03-08T11,CAL,California,SUN,Solar,41,megawatthours
1596,2023-03-08T12,CAL,California,SUN,Solar,40,megawatthours
1597,2023-03-08T13,CAL,California,SUN,Solar,40,megawatthours
1598,2023-03-08T14,CAL,California,SUN,Solar,39,megawatthours
1599,2023-03-08T15,CAL,California,SUN,Solar,1097,megawatthours
1600,2023-03-08T16,CAL,California,SUN,Solar,5867,megawatthours
1601,2023-03-08T17,CAL,California,SUN,Solar,9378,megawatthours
1602,2023-03-08T18,CAL,California,SUN,Solar,11223,megawatthours
1603,2023-03-08T19,CAL,California,SUN,Solar,10615,megawatthours
1604,2023-03-08T20,CAL,California,SUN,Solar,9983,megawatthours
1605,2023-03-08T21,CAL,California,SUN,Solar,9285,megawatthours
1606,2023-03-08T22,CAL,California,SUN,Solar,9282,megawatthours
1607,2023-03-08T23,CAL,California,SUN,Solar,8654,megawatthours
1608,2023-03-09T00,CAL,California,SUN,Solar,8481,megawatthours
1609,2023-03-09T01,CAL,California,SUN,Solar,6150,megawatthours
1610,2023-03-09T02,CAL,California,SUN,Solar,1076,megawatthours
1611,2023-03-09T03,CAL,California,SUN,Solar,60,megawatthours
1612,2023-03-09T04,CAL,California,SUN,Solar,56,megawatthours
1613,2023-03-09T05,CAL,California,SUN,Solar,57,megawatthours
1614,2023-03-09T06,CAL,California,SUN,Solar,57,megawatthours
1615,2023-03-09T07,CAL,California,SUN,Solar,57,megawatthours
1616,2023-03-09T08,CAL,California,SUN,Solar,57,megawatthours
1617,2023-03-09T09,CAL,California,SUN,Solar,57,megawatthours
1618,2023-03-09T10,CAL,California,SUN,Solar,57,megawatthours
1619,2023-03-09T11,CAL,California,SUN,Solar,57,megawatthours
1620,2023-03-09T12,CAL,California,SUN,Solar,56,megawatthours
1621,2023-03-09T13,CAL,California,SUN,Solar,56,megawatthours
1622,2023-03-09T14,CAL,California,SUN,Solar,57,megawatthours
1623,2023-03-09T15,CAL,California,SUN,Solar,861,megawatthours
1624,2023-03-09T16,CAL,California,SUN,Solar,4079,megawatthours
1625,2023-03-09T17,CAL,California,SUN,Solar,8707,megawatthours
1626,2023-03-09T18,CAL,California,SUN,Solar,11106,megawatthours
1627,2023-03-09T19,CAL,California,SUN,Solar,11035,megawatthours
1628,2023-03-09T20,CAL,California,SUN,Solar,10690,megawatthours
1629,2023-03-09T21,CAL,California,SUN,Solar,10028,megawatthours
1630,2023-03-09T22,CAL,California,SUN,Solar,8901,megawatthours
1631,2023-03-09T23,CAL,California,SUN,Solar,7633,megawatthours
1632,2023-03-10T00,CAL,California,SUN,Solar,5961,megawatthours
1633,2023-03-10T01,CAL,California,SUN,Solar,3530,megawatthours
1634,2023-03-10T02,CAL,California,SUN,Solar,529,megawatthours
1635,2023-03-10T03,CAL,California,SUN,Solar,8,megawatthours
1636,2023-03-10T04,CAL,California,SUN,Solar,12,megawatthours
1637,2023-03-10T05,CAL,California,SUN,Solar,13,megawatthours
1638,2023-03-10T06,CAL,California,SUN,Solar,14,megawatthours
1639,2023-03-10T07,CAL,California,SUN,Solar,13,megawatthours
1640,2023-03-10T08,CAL,California,SUN,Solar,14,megawatthours
1641,2023-03-10T09,CAL,California,SUN,Solar,12,megawatthours
1642,2023-03-10T10,CAL,California,SUN,Solar,12,megawatthours
1643,2023-03-10T11,CAL,California,SUN,Solar,12,megawatthours
1644,2023-03-10T12,CAL,California,SUN,Solar,12,megawatthours
1645,2023-03-10T13,CAL,California,SUN,Solar,11,megawatthours
1646,2023-03-10T14,CAL,California,SUN,Solar,13,megawatthours
1647,2023-03-10T15,CAL,California,SUN,Solar,327,megawatthours
1648,2023-03-10T16,CAL,California,SUN,Solar,1644,megawatthours
1649,2023-03-10T17,CAL,California,SUN,Solar,3715,megawatthours
1650,2023-03-10T18,CAL,California,SUN,Solar,5154,megawatthours
1651,2023-03-10T19,CAL,California,SUN,Solar,6585,megawatthours
1652,2023-03-10T20,CAL,California,SUN,Solar,6958,megawatthours
1653,2023-03-10T21,CAL,California,SUN,Solar,5817,megawatthours
1654,2023-03-10T22,CAL,California,SUN,Solar,5899,megawatthours
1655,2023-03-10T23,CAL,California,SUN,Solar,4922,megawatthours
1656,2023-03-11T00,CAL,California,SUN,Solar,3446,megawatthours
1657,2023-03-11T01,CAL,California,SUN,Solar,1636,megawatthours
1658,2023-03-11T02,CAL,California,SUN,Solar,338,megawatthours
1659,2023-03-11T03,CAL,California,SUN,Solar,-40,megawatthours
1660,2023-03-11T04,CAL,California,SUN,Solar,-36,megawatthours
1661,2023-03-11T05,CAL,California,SUN,Solar,-35,megawatthours
1662,2023-03-11T06,CAL,California,SUN,Solar,-35,megawatthours
1663,2023-03-11T07,CAL,California,SUN,Solar,-36,megawatthours
1664,2023-03-11T08,CAL,California,SUN,Solar,-36,megawatthours
1665,2023-03-11T09,CAL,California,SUN,Solar,-36,megawatthours
1666,2023-03-11T10,CAL,California,SUN,Solar,-36,megawatthours
1667,2023-03-11T11,CAL,California,SUN,Solar,-36,megawatthours
1668,2023-03-11T12,CAL,California,SUN,Solar,-36,megawatthours
1669,2023-03-11T13,CAL,California,SUN,Solar,-35,megawatthours
1670,2023-03-11T14,CAL,California,SUN,Solar,-35,megawatthours
1671,2023-03-11T15,CAL,California,SUN,Solar,548,megawatthours
1672,2023-03-11T16,CAL,California,SUN,Solar,3481,megawatthours
1673,2023-03-11T17,CAL,California,SUN,Solar,6433,megawatthours
1674,2023-03-11T18,CAL,California,SUN,Solar,7970,megawatthours
1675,2023-03-11T19,CAL,California,SUN,Solar,9580,megawatthours
1676,2023-03-11T20,CAL,California,SUN,Solar,10596,megawatthours
1677,2023-03-11T21,CAL,California,SUN,Solar,10921,megawatthours
1678,2023-03-11T22,CAL,California,SUN,Solar,10179,megawatthours
1679,2023-03-11T23,CAL,California,SUN,Solar,9252,megawatthours
1680,2023-03-12T00,CAL,California,SUN,Solar,7968,megawatthours
1681,2023-03-12T01,CAL,California,SUN,Solar,5843,megawatthours
1682,2023-03-12T02,CAL,California,SUN,Solar,983,megawatthours
1683,2023-03-12T03,CAL,California,SUN,Solar,-39,megawatthours
1684,2023-03-12T04,CAL,California,SUN,Solar,-37,megawatthours
1685,2023-03-12T05,CAL,California,SUN,Solar,-34,megawatthours
1686,2023-03-12T06,CAL,California,SUN,Solar,-34,megawatthours
1687,2023-03-12T07,CAL,California,SUN,Solar,-34,megawatthours
1688,2023-03-12T08,CAL,California,SUN,Solar,-34,megawatthours
1689,2023-03-12T09,CAL,California,SUN,Solar,-34,megawatthours
1690,2023-03-12T10,CAL,California,SUN,Solar,-34,megawatthours
1691,2023-03-12T11,CAL,California,SUN,Solar,-34,megawatthours
1692,2023-03-12T12,CAL,California,SUN,Solar,-34,megawatthours
1693,2023-03-12T13,CAL,California,SUN,Solar,-34,megawatthours
1694,2023-03-12T14,CAL,California,SUN,Solar,-33,megawatthours
1695,2023-03-12T15,CAL,California,SUN,Solar,1411,megawatthours
1696,2023-03-12T16,CAL,California,SUN,Solar,7184,megawatthours
1697,2023-03-12T17,CAL,California,SUN,Solar,10556,megawatthours
1698,2023-03-12T18,CAL,California,SUN,Solar,10384,megawatthours
1699,2023-03-12T19,CAL,California,SUN,Solar,11002,megawatthours
1700,2023-03-12T20,CAL,California,SUN,Solar,9929,megawatthours
1701,2023-03-12T21,CAL,California,SUN,Solar,10009,megawatthours
1702,2023-03-12T22,CAL,California,SUN,Solar,9308,megawatthours
1703,2023-03-12T23,CAL,California,SUN,Solar,8573,megawatthours
1704,2023-03-13T00,CAL,California,SUN,Solar,7456,megawatthours
1705,2023-03-13T01,CAL,California,SUN,Solar,6205,megawatthours
1706,2023-03-13T02,CAL,California,SUN,Solar,1276,megawatthours
1707,2023-03-13T03,CAL,California,SUN,Solar,-7,megawatthours
1708,2023-03-13T04,CAL,California,SUN,Solar,-40,megawatthours
1709,2023-03-13T05,CAL,California,SUN,Solar,-37,megawatthours
1710,2023-03-13T06,CAL,California,SUN,Solar,-37,megawatthours
1711,2023-03-13T07,CAL,California,SUN,Solar,-37,megawatthours
1712,2023-03-13T08,CAL,California,SUN,Solar,-36,megawatthours
1713,2023-03-13T09,CAL,California,SUN,Solar,-36,megawatthours
1714,2023-03-13T10,CAL,California,SUN,Solar,-36,megawatthours
1715,2023-03-13T11,CAL,California,SUN,Solar,-37,megawatthours
1716,2023-03-13T12,CAL,California,SUN,Solar,-37,megawatthours
1717,2023-03-13T13,CAL,California,SUN,Solar,-37,megawatthours
1718,2023-03-13T14,CAL,California,SUN,Solar,-36,megawatthours
1719,2023-03-13T15,CAL,California,SUN,Solar,1506,megawatthours
1720,2023-03-13T16,CAL,California,SUN,Solar,7010,megawatthours
1721,2023-03-13T17,CAL,California,SUN,Solar,11290,megawatthours
1722,2023-03-13T18,CAL,California,SUN,Solar,12583,megawatthours
1723,2023-03-13T19,CAL,California,SUN,Solar,12424,megawatthours
1724,2023-03-13T20,CAL,California,SUN,Solar,12005,megawatthours
1725,2023-03-13T21,CAL,California,SUN,Solar,10790,megawatthours
1726,2023-03-13T22,CAL,California,SUN,Solar,10688,megawatthours
1727,2023-03-13T23,CAL,California,SUN,Solar,10120,megawatthours
1728,2023-03-14T00,CAL,California,SUN,Solar,9834,megawatthours
1729,2023-03-14T01,CAL,California,SUN,Solar,6205,megawatthours
1730,2023-03-14T02,CAL,California,SUN,Solar,868,megawatthours
1731,2023-03-14T03,CAL,California,SUN,Solar,73,megawatthours
1732,2023-03-14T04,CAL,California,SUN,Solar,74,megawatthours
1733,2023-03-14T05,CAL,California,SUN,Solar,77,megawatthours
1734,2023-03-14T06,CAL,California,SUN,Solar,77,megawatthours
1735,2023-03-14T07,CAL,California,SUN,Solar,77,megawatthours
1736,2023-03-14T08,CAL,California,SUN,Solar,77,megawatthours
1737,2023-03-14T09,CAL,California,SUN,Solar,77,megawatthours
1738,2023-03-14T10,CAL,California,SUN,Solar,77,megawatthours
1739,2023-03-14T11,CAL,California,SUN,Solar,77,megawatthours
1740,2023-03-14T12,CAL,California,SUN,Solar,75,megawatthours
1741,2023-03-14T13,CAL,California,SUN,Solar,73,megawatthours
1742,2023-03-14T14,CAL,California,SUN,Solar,75,megawatthours
1743,2023-03-14T15,CAL,California,SUN,Solar,730,megawatthours
1744,2023-03-14T16,CAL,California,SUN,Solar,2630,megawatthours
1745,2023-03-14T17,CAL,California,SUN,Solar,3791,megawatthours
1746,2023-03-14T18,CAL,California,SUN,Solar,4297,megawatthours
1747,2023-03-14T19,CAL,California,SUN,Solar,5072,megawatthours
1748,2023-03-14T20,CAL,California,SUN,Solar,4705,megawatthours
1749,2023-03-14T21,CAL,California,SUN,Solar,4609,megawatthours
1750,2023-03-14T22,CAL,California,SUN,Solar,4042,megawatthours
1751,2023-03-14T23,CAL,California,SUN,Solar,3997,megawatthours
1752,2023-03-15T00,CAL,California,SUN,Solar,3560,megawatthours
1753,2023-03-15T01,CAL,California,SUN,Solar,1492,megawatthours
1754,2023-03-15T02,CAL,California,SUN,Solar,225,megawatthours
1755,2023-03-15T03,CAL,California,SUN,Solar,3,megawatthours
1756,2023-03-15T04,CAL,California,SUN,Solar,5,megawatthours
1757,2023-03-15T05,CAL,California,SUN,Solar,3,megawatthours
1758,2023-03-15T06,CAL,California,SUN,Solar,2,megawatthours
1759,2023-03-15T07,CAL,California,SUN,Solar,2,megawatthours
1760,2023-03-15T08,CAL,California,SUN,Solar,2,megawatthours
1761,2023-03-15T09,CAL,California,SUN,Solar,2,megawatthours
1762,2023-03-15T10,CAL,California,SUN,Solar,2,megawatthours
1763,2023-03-15T11,CAL,California,SUN,Solar,2,megawatthours
1764,2023-03-15T12,CAL,California,SUN,Solar,2,megawatthours
1765,2023-03-15T13,CAL,California,SUN,Solar,1,megawatthours
1766,2023-03-15T14,CAL,California,SUN,Solar,0,megawatthours
1767,2023-03-15T15,CAL,California,SUN,Solar,525,megawatthours
1768,2023-03-15T16,CAL,California,SUN,Solar,3519,megawatthours
1769,2023-03-15T17,CAL,California,SUN,Solar,6402,megawatthours
1770,2023-03-15T18,CAL,California,SUN,Solar,8157,megawatthours
1771,2023-03-15T19,CAL,California,SUN,Solar,9319,megawatthours
1772,2023-03-15T20,CAL,California,SUN,Solar,9138,megawatthours
1773,2023-03-15T21,CAL,California,SUN,Solar,8995,megawatthours
1774,2023-03-15T22,CAL,California,SUN,Solar,9200,megawatthours
1775,2023-03-15T23,CAL,California,SUN,Solar,8428,megawatthours
1776,2023-03-16T00,CAL,California,SUN,Solar,8000,megawatthours
1777,2023-03-16T01,CAL,California,SUN,Solar,6240,megawatthours
1778,2023-03-16T02,CAL,California,SUN,Solar,1268,megawatthours
1779,2023-03-16T03,CAL,California,SUN,Solar,1,megawatthours
1780,2023-03-16T04,CAL,California,SUN,Solar,4,megawatthours
1781,2023-03-16T05,CAL,California,SUN,Solar,6,megawatthours
1782,2023-03-16T06,CAL,California,SUN,Solar,6,megawatthours
1783,2023-03-16T07,CAL,California,SUN,Solar,6,megawatthours
1784,2023-03-16T08,CAL,California,SUN,Solar,6,megawatthours
1785,2023-03-16T09,CAL,California,SUN,Solar,6,megawatthours
1786,2023-03-16T10,CAL,California,SUN,Solar,6,megawatthours
1787,2023-03-16T11,CAL,California,SUN,Solar,6,megawatthours
1788,2023-03-16T12,CAL,California,SUN,Solar,5,megawatthours
1789,2023-03-16T13,CAL,California,SUN,Solar,4,megawatthours
1790,2023-03-16T14,CAL,California,SUN,Solar,7,megawatthours
1791,2023-03-16T15,CAL,California,SUN,Solar,1682,megawatthours
1792,2023-03-16T16,CAL,California,SUN,Solar,7396,megawatthours
1793,2023-03-16T17,CAL,California,SUN,Solar,10819,megawatthours
1794,2023-03-16T18,CAL,California,SUN,Solar,11868,megawatthours
1795,2023-03-16T19,CAL,California,SUN,Solar,12345,megawatthours
1796,2023-03-16T20,CAL,California,SUN,Solar,12333,megawatthours
1797,2023-03-16T21,CAL,California,SUN,Solar,11992,megawatthours
1798,2023-03-16T22,CAL,California,SUN,Solar,11504,megawatthours
1799,2023-03-16T23,CAL,California,SUN,Solar,11024,megawatthours
1800,2023-03-17T00,CAL,California,SUN,Solar,9005,megawatthours
1801,2023-03-17T01,CAL,California,SUN,Solar,6719,megawatthours
1802,2023-03-17T02,CAL,California,SUN,Solar,1377,megawatthours
1803,2023-03-17T03,CAL,California,SUN,Solar,51,megawatthours
1804,2023-03-17T04,CAL,California,SUN,Solar,47,megawatthours
1805,2023-03-17T05,CAL,California,SUN,Solar,50,megawatthours
1806,2023-03-17T06,CAL,California,SUN,Solar,50,megawatthours
1807,2023-03-17T07,CAL,California,SUN,Solar,50,megawatthours
1808,2023-03-17T08,CAL,California,SUN,Solar,50,megawatthours
1809,2023-03-17T09,CAL,California,SUN,Solar,50,megawatthours
1810,2023-03-17T10,CAL,California,SUN,Solar,49,megawatthours
1811,2023-03-17T11,CAL,California,SUN,Solar,50,megawatthours
1812,2023-03-17T12,CAL,California,SUN,Solar,49,megawatthours
1813,2023-03-17T13,CAL,California,SUN,Solar,49,megawatthours
1814,2023-03-17T14,CAL,California,SUN,Solar,55,megawatthours
1815,2023-03-17T15,CAL,California,SUN,Solar,1910,megawatthours
1816,2023-03-17T16,CAL,California,SUN,Solar,7997,megawatthours
1817,2023-03-17T17,CAL,California,SUN,Solar,11397,megawatthours
