,period,respondent,respondent-name,fueltype,type-name,value,value-units
3014,2023-05-06T14,CAL,California,WND,Wind,2458,megawatthours
3015,2023-05-06T15,CAL,California,WND,Wind,2441,megawatthours
3016,2023-05-06T16,CAL,California,WND,Wind,2376,megawatthours
3017,2023-05-06T17,CAL,California,WND,Wind,2419,megawatthours
3018,2023-05-06T18,CAL,California,WND,Wind,2408,megawatthours
3019,2023-05-06T19,CAL,California,WND,Wind,2295,megawatthours
3020,2023-05-06T20,CAL,California,WND,Wind,2620,megawatthours
3021,2023-05-06T21,CAL,California,WND,Wind,2827,megawatthours
3022,2023-05-06T22,CAL,California,WND,Wind,2900,megawatthours
3023,2023-05-06T23,CAL,California,WND,Wind,3642,megawatthours
3024,2023-05-07T00,CAL,California,WND,Wind,3730,megawatthours
3025,2023-05-07T01,CAL,California,WND,Wind,3730,megawatthours
3026,2023-05-07T02,CAL,California,WND,Wind,3535,megawatthours
3027,2023-05-07T03,CAL,California,WND,Wind,3026,megawatthours
3028,2023-05-07T04,CAL,California,WND,Wind,2628,megawatthours
3029,2023-05-07T05,CAL,California,WND,Wind,2450,megawatthours
3030,2023-05-07T06,CAL,California,WND,Wind,2331,megawatthours
3031,2023-05-07T07,CAL,California,WND,Wind,2329,megawatthours
3032,2023-05-07T08,CAL,California,WND,Wind,2427,megawatthours
3033,2023-05-07T09,CAL,California,WND,Wind,2498,megawatthours
3034,2023-05-07T10,CAL,California,WND,Wind,2747,megawatthours
3035,2023-05-07T11,CAL,California,WND,Wind,3381,megawatthours
3036,2023-05-07T12,CAL,California,WND,Wind,3722,megawatthours
3037,2023-05-07T13,CAL,California,WND,Wind,3638,megawatthours
3038,2023-05-07T14,CAL,California,WND,Wind,3218,megawatthours
3039,2023-05-07T15,CAL,California,WND,Wind,2941,megawatthours
3040,2023-05-07T16,CAL,California,WND,Wind,2656,megawatthours
3041,2023-05-07T17,CAL,California,WND,Wind,2315,megawatthours
3042,2023-05-07T18,CAL,California,WND,Wind,2002,megawatthours
3043,2023-05-07T19,CAL,California,WND,Wind,1728,megawatthours
3044,2023-05-07T20,CAL,California,WND,Wind,1902,megawatthours
3045,2023-05-07T21,CAL,California,WND,Wind,2332,megawatthours
3046,2023-05-07T22,CAL,California,WND,Wind,2574,megawatthours
3047,2023-05-07T23,CAL,California,WND,Wind,2802,megawatthours
3048,2023-05-08T00,CAL,California,WND,Wind,3461,megawatthours
3049,2023-05-08T01,CAL,California,WND,Wind,3872,megawatthours
3050,2023-05-08T02,CAL,California,WND,Wind,3872,megawatthours
3051,2023-05-08T03,CAL,California,WND,Wind,3932,megawatthours
3052,2023-05-08T04,CAL,California,WND,Wind,3973,megawatthours
3053,2023-05-08T05,CAL,California,WND,Wind,3963,megawatthours
3054,2023-05-08T06,CAL,California,WND,Wind,3690,megawatthours
3055,2023-05-08T07,CAL,California,WND,Wind,3617,megawatthours
3056,2023-05-08T08,CAL,California,WND,Wind,3961,megawatthours
3057,2023-05-08T09,CAL,California,WND,Wind,3653,megawatthours
3058,2023-05-08T10,CAL,California,WND,Wind,3382,megawatthours
3059,2023-05-08T11,CAL,California,WND,Wind,3223,megawatthours
3060,2023-05-08T12,CAL,California,WND,Wind,3086,megawatthours
3061,2023-05-08T13,CAL,California,WND,Wind,3119,megawatthours
3062,2023-05-08T14,CAL,California,WND,Wind,3191,megawatthours
3063,2023-05-08T15,CAL,California,WND,Wind,3174,megawatthours
3064,2023-05-08T16,CAL,California,WND,Wind,2831,megawatthours
3065,2023-05-08T17,CAL,California,WND,Wind,2888,megawatthours
3066,2023-05-08T18,CAL,California,WND,Wind,3127,megawatthours
3067,2023-05-08T19,CAL,California,WND,Wind,3254,megawatthours
3068,2023-05-08T20,CAL,California,WND,Wind,3025,megawatthours
3069,2023-05-08T21,CAL,California,WND,Wind,3211,megawatthours
3070,2023-05-08T22,CAL,California,WND,Wind,3501,megawatthours
3071,2023-05-08T23,CAL,California,WND,Wind,3545,megawatthours
3072,2023-05-09T00,CAL,California,WND,Wind,3431,megawatthours
3073,2023-05-09T01,CAL,California,WND,Wind,3374,megawatthours
3074,2023-05-09T02,CAL,California,WND,Wind,3175,megawatthours
3075,2023-05-09T03,CAL,California,WND,Wind,2797,megawatthours
3076,2023-05-09T04,CAL,California,WND,Wind,2905,megawatthours
3077,2023-05-09T05,CAL,California,WND,Wind,3196,megawatthours
3078,2023-05-09T06,CAL,California,WND,Wind,3644,megawatthours
3079,2023-05-09T07,CAL,California,WND,Wind,4155,megawatthours
3080,2023-05-09T08,CAL,California,WND,Wind,4255,megawatthours
3081,2023-05-09T09,CAL,California,WND,Wind,4363,megawatthours
3082,2023-05-09T10,CAL,California,WND,Wind,4066,megawatthours
3083,2023-05-09T11,CAL,California,WND,Wind,3707,megawatthours
3084,2023-05-09T12,CAL,California,WND,Wind,3631,megawatthours
3085,2023-05-09T13,CAL,California,WND,Wind,3325,megawatthours
3086,2023-05-09T14,CAL,California,WND,Wind,3159,megawatthours
3087,2023-05-09T15,CAL,California,WND,Wind,2508,megawatthours
3088,2023-05-09T16,CAL,California,WND,Wind,2035,megawatthours
3089,2023-05-09T17,CAL,California,WND,Wind,1608,megawatthours
3090,2023-05-09T18,CAL,California,WND,Wind,1228,megawatthours
3091,2023-05-09T19,CAL,California,WND,Wind,1378,megawatthours
3092,2023-05-09T20,CAL,California,WND,Wind,1925,megawatthours
3093,2023-05-09T21,CAL,California,WND,Wind,2347,megawatthours
3094,2023-05-09T22,CAL,California,WND,Wind,2412,megawatthours
3095,2023-05-09T23,CAL,California,WND,Wind,2661,megawatthours
3096,2023-05-10T00,CAL,California,WND,Wind,3130,megawatthours
3097,2023-05-10T01,CAL,California,WND,Wind,3498,megawatthours
3098,2023-05-10T02,CAL,California,WND,Wind,3797,megawatthours
3099,2023-05-10T03,CAL,California,WND,Wind,3732,megawatthours
3100,2023-05-10T04,CAL,California,WND,Wind,4492,megawatthours
3101,2023-05-10T05,CAL,California,WND,Wind,4852,megawatthours
3102,2023-05-10T06,CAL,California,WND,Wind,5032,megawatthours
3103,2023-05-10T07,CAL,California,WND,Wind,5104,megawatthours
3104,2023-05-10T08,CAL,California,WND,Wind,5136,megawatthours
3105,2023-05-10T09,CAL,California,WND,Wind,5231,megawatthours
3106,2023-05-10T10,CAL,California,WND,Wind,5063,megawatthours
3107,2023-05-10T11,CAL,California,WND,Wind,5043,megawatthours
3108,2023-05-10T12,CAL,California,WND,Wind,5094,megawatthours
3109,2023-05-10T13,CAL,California,WND,Wind,5184,megawatthours
3110,2023-05-10T14,CAL,California,WND,Wind,5139,megawatthours
3111,2023-05-10T15,CAL,California,WND,Wind,5042,megawatthours
3112,2023-05-10T16,CAL,California,WND,Wind,4764,megawatthours
3113,2023-05-10T17,CAL,California,WND,Wind,4746,megawatthours
3114,2023-05-10T18,CAL,California,WND,Wind,4630,megawatthours
3115,2023-05-10T19,CAL,California,WND,Wind,4519,megawatthours
3116,2023-05-10T20,CAL,California,WND,Wind,4421,megawatthours
3117,2023-05-10T21,CAL,California,WND,Wind,4442,megawatthours
3118,2023-05-10T22,CAL,California,WND,Wind,4033,megawatthours
3119,2023-05-10T23,CAL,California,WND,Wind,4045,megawatthours
3120,2023-05-11T00,CAL,California,WND,Wind,4149,megawatthours
3121,2023-05-11T01,CAL,California,WND,Wind,4353,megawatthours
3122,2023-05-11T02,CAL,California,WND,Wind,4832,megawatthours
3123,2023-05-11T03,CAL,California,WND,Wind,4919,megawatthours
3124,2023-05-11T04,CAL,California,WND,Wind,4849,megawatthours
3125,2023-05-11T05,CAL,California,WND,Wind,5138,megawatthours
3126,2023-05-11T06,CAL,California,WND,Wind,5067,megawatthours
3127,2023-05-11T07,CAL,California,WND,Wind,4893,megawatthours
3128,2023-05-11T08,CAL,California,WND,Wind,4771,megawatthours
3129,2023-05-11T09,CAL,California,WND,Wind,4412,megawatthours
3130,2023-05-11T10,CAL,California,WND,Wind,4392,megawatthours
3131,2023-05-11T11,CAL,California,WND,Wind,4213,megawatthours
3132,2023-05-11T12,CAL,California,WND,Wind,3872,megawatthours
3133,2023-05-11T13,CAL,California,WND,Wind,3543,megawatthours
3134,2023-05-11T14,CAL,California,WND,Wind,3190,megawatthours
3135,2023-05-11T15,CAL,California,WND,Wind,2469,megawatthours
3136,2023-05-11T16,CAL,California,WND,Wind,1451,megawatthours
3137,2023-05-11T17,CAL,California,WND,Wind,850,megawatthours
3138,2023-05-11T18,CAL,California,WND,Wind,555,megawatthours
3139,2023-05-11T19,CAL,California,WND,Wind,415,megawatthours
3140,2023-05-11T20,CAL,California,WND,Wind,473,megawatthours
3141,2023-05-11T21,CAL,California,WND,Wind,491,megawatthours
3142,2023-05-11T22,CAL,California,WND,Wind,551,megawatthours
3143,2023-05-11T23,CAL,California,WND,Wind,921,megawatthours
3144,2023-05-12T00,CAL,California,WND,Wind,1757,megawatthours
3145,2023-05-12T01,CAL,California,WND,Wind,2323,megawatthours
3146,2023-05-12T02,CAL,California,WND,Wind,2980,megawatthours
3147,2023-05-12T03,CAL,California,WND,Wind,3706,megawatthours
3148,2023-05-12T04,CAL,California,WND,Wind,3996,megawatthours
3149,2023-05-12T05,CAL,California,WND,Wind,3885,megawatthours
3150,2023-05-12T06,CAL,California,WND,Wind,3570,megawatthours
3151,2023-05-12T07,CAL,California,WND,Wind,3432,megawatthours
3152,2023-05-12T08,CAL,California,WND,Wind,3220,megawatthours
3153,2023-05-12T09,CAL,California,WND,Wind,3377,megawatthours
3154,2023-05-12T10,CAL,California,WND,Wind,3292,megawatthours
3155,2023-05-12T11,CAL,California,WND,Wind,2865,megawatthours
3156,2023-05-12T12,CAL,California,WND,Wind,2136,megawatthours
3157,2023-05-12T13,CAL,California,WND,Wind,1586,megawatthours
3158,2023-05-12T14,CAL,California,WND,Wind,1555,megawatthours
3159,2023-05-12T15,CAL,California,WND,Wind,1240,megawatthours
3160,2023-05-12T16,CAL,California,WND,Wind,898,megawatthours
3161,2023-05-12T17,CAL,California,WND,Wind,659,megawatthours
3162,2023-05-12T18,CAL,California,WND,Wind,563,megawatthours
3163,2023-05-12T19,CAL,California,WND,Wind,597,megawatthours
3164,2023-05-12T20,CAL,California,WND,Wind,544,megawatthours
3165,2023-05-12T21,CAL,California,WND,Wind,536,megawatthours
3166,2023-05-12T22,CAL,California,WND,Wind,495,megawatthours
3167,2023-05-12T23,CAL,California,WND,Wind,716,megawatthours
3168,2023-05-13T00,CAL,California,WND,Wind,1631,megawatthours
3169,2023-05-13T01,CAL,California,WND,Wind,2625,megawatthours
3170,2023-05-13T02,CAL,California,WND,Wind,3039,megawatthours
3171,2023-05-13T03,CAL,California,WND,Wind,3371,megawatthours
3172,2023-05-13T04,CAL,California,WND,Wind,3602,megawatthours
3173,2023-05-13T05,CAL,California,WND,Wind,3525,megawatthours
3174,2023-05-13T06,CAL,California,WND,Wind,3663,megawatthours
3175,2023-05-13T07,CAL,California,WND,Wind,3605,megawatthours
3176,2023-05-13T08,CAL,California,WND,Wind,3687,megawatthours
3177,2023-05-13T09,CAL,California,WND,Wind,3488,megawatthours
3178,2023-05-13T10,CAL,California,WND,Wind,3009,megawatthours
3179,2023-05-13T11,CAL,California,WND,Wind,2576,megawatthours
3180,2023-05-13T12,CAL,California,WND,Wind,2223,megawatthours
3181,2023-05-13T13,CAL,California,WND,Wind,1394,megawatthours
3182,2023-05-13T14,CAL,California,WND,Wind,786,megawatthours
3183,2023-05-13T15,CAL,California,WND,Wind,572,megawatthours
3184,2023-05-13T16,CAL,California,WND,Wind,665,megawatthours
3185,2023-05-13T17,CAL,California,WND,Wind,1033,megawatthours
3186,2023-05-13T18,CAL,California,WND,Wind,959,megawatthours
3187,2023-05-13T19,CAL,California,WND,Wind,693,megawatthours
3188,2023-05-13T20,CAL,California,WND,Wind,563,megawatthours
3189,2023-05-13T21,CAL,California,WND,Wind,511,megawatthours
3190,2023-05-13T22,CAL,California,WND,Wind,672,megawatthours
3191,2023-05-13T23,CAL,California,WND,Wind,1116,megawatthours
3192,2023-05-14T00,CAL,California,WND,Wind,1641,megawatthours
3193,2023-05-14T01,CAL,California,WND,Wind,1910,megawatthours
3194,2023-05-14T02,CAL,California,WND,Wind,2146,megawatthours
3195,2023-05-14T03,CAL,California,WND,Wind,2287,megawatthours
3196,2023-05-14T04,CAL,California,WND,Wind,2549,megawatthours
3197,2023-05-14T05,CAL,California,WND,Wind,2551,megawatthours
3198,2023-05-14T06,CAL,California,WND,Wind,2208,megawatthours
3199,2023-05-14T07,CAL,California,WND,Wind,2161,megawatthours
3200,2023-05-14T08,CAL,California,WND,Wind,2233,megawatthours
3201,2023-05-14T09,CAL,California,WND,Wind,2228,megawatthours
3202,2023-05-14T10,CAL,California,WND,Wind,2255,megawatthours
3203,2023-05-14T11,CAL,California,WND,Wind,1794,megawatthours
3204,2023-05-14T12,CAL,California,WND,Wind,1437,megawatthours
3205,2023-05-14T13,CAL,California,WND,Wind,1216,megawatthours
3206,2023-05-14T14,CAL,California,WND,Wind,1033,megawatthours
3207,2023-05-14T15,CAL,California,WND,Wind,632,megawatthours
3208,2023-05-14T16,CAL,California,WND,Wind,404,megawatthours
3209,2023-05-14T17,CAL,California,WND,Wind,338,megawatthours
3210,2023-05-14T18,CAL,California,WND,Wind,427,megawatthours
3211,2023-05-14T19,CAL,California,WND,Wind,583,megawatthours
3212,2023-05-14T20,CAL,California,WND,Wind,924,megawatthours
3213,2023-05-14T21,CAL,California,WND,Wind,1295,megawatthours
3214,2023-05-14T22,CAL,California,WND,Wind,1817,megawatthours
3215,2023-05-14T23,CAL,California,WND,Wind,2035,megawatthours
3216,2023-05-15T00,CAL,California,WND,Wind,2426,megawatthours
3217,2023-05-15T01,CAL,California,WND,Wind,2187,megawatthours
3218,2023-05-15T02,CAL,California,WND,Wind,1936,megawatthours
3219,2023-05-15T03,CAL,California,WND,Wind,1773,megawatthours
3220,2023-05-15T04,CAL,California,WND,Wind,1849,megawatthours
3221,2023-05-15T05,CAL,California,WND,Wind,2236,megawatthours
3222,2023-05-15T06,CAL,California,WND,Wind,2178,megawatthours
3223,2023-05-15T07,CAL,California,WND,Wind,2025,megawatthours
3224,2023-05-15T08,CAL,California,WND,Wind,1575,megawatthours
3225,2023-05-15T09,CAL,California,WND,Wind,1301,megawatthours
3226,2023-05-15T10,CAL,California,WND,Wind,1005,megawatthours
3227,2023-05-15T11,CAL,California,WND,Wind,841,megawatthours
3228,2023-05-15T12,CAL,California,WND,Wind,824,megawatthours
3229,2023-05-15T13,CAL,California,WND,Wind,941,megawatthours
3230,2023-05-15T14,CAL,California,WND,Wind,899,megawatthours
3231,2023-05-15T15,CAL,California,WND,Wind,939,megawatthours
3232,2023-05-15T16,CAL,California,WND,Wind,699,megawatthours
3233,2023-05-15T17,CAL,California,WND,Wind,522,megawatthours
3234,2023-05-15T18,CAL,California,WND,Wind,545,megawatthours
3235,2023-05-15T19,CAL,California,WND,Wind,597,megawatthours
3236,2023-05-15T20,CAL,California,WND,Wind,663,megawatthours
3237,2023-05-15T21,CAL,California,WND,Wind,816,megawatthours
3238,2023-05-15T22,CAL,California,WND,Wind,803,megawatthours
3239,2023-05-15T23,CAL,California,WND,Wind,853,megawatthours
3240,2023-05-16T00,CAL,California,WND,Wind,933,megawatthours
3241,2023-05-16T01,CAL,California,WND,Wind,847,megawatthours
3242,2023-05-16T02,CAL,California,WND,Wind,1090,megawatthours
3243,2023-05-16T03,CAL,California,WND,Wind,1304,megawatthours
3244,2023-05-16T04,CAL,California,WND,Wind,1292,megawatthours
3245,2023-05-16T05,CAL,California,WND,Wind,1669,megawatthours
3246,2023-05-16T06,CAL,California,WND,Wind,2083,megawatthours
3247,2023-05-16T07,CAL,California,WND,Wind,1843,megawatthours
3248,2023-05-16T08,CAL,California,WND,Wind,1674,megawatthours
3249,2023-05-16T09,CAL,California,WND,Wind,1772,megawatthours
3250,2023-05-16T10,CAL,California,WND,Wind,1810,megawatthours
3251,2023-05-16T11,CAL,California,WND,Wind,1710,megawatthours
3252,2023-05-16T12,CAL,California,WND,Wind,1426,megawatthours
3253,2023-05-16T13,CAL,California,WND,Wind,1234,megawatthours
3254,2023-05-16T14,CAL,California,WND,Wind,878,megawatthours
3255,2023-05-16T15,CAL,California,WND,Wind,480,megawatthours
3256,2023-05-16T16,CAL,California,WND,Wind,303,megawatthours
3257,2023-05-16T17,CAL,California,WND,Wind,274,megawatthours
3258,2023-05-16T18,CAL,California,WND,Wind,239,megawatthours
3259,2023-05-16T19,CAL,California,WND,Wind,308,megawatthours
3260,2023-05-16T20,CAL,California,WND,Wind,375,megawatthours
3261,2023-05-16T21,CAL,California,WND,Wind,530,megawatthours
3262,2023-05-16T22,CAL,California,WND,Wind,711,megawatthours
3263,2023-05-16T23,CAL,California,WND,Wind,1073,megawatthours
3264,2023-05-17T00,CAL,California,WND,Wind,939,megawatthours
3265,2023-05-17T01,CAL,California,WND,Wind,1053,megawatthours
3266,2023-05-17T02,CAL,California,WND,Wind,1243,megawatthours
3267,2023-05-17T03,CAL,California,WND,Wind,1391,megawatthours
3268,2023-05-17T04,CAL,California,WND,Wind,1956,megawatthours
3269,2023-05-17T05,CAL,California,WND,Wind,2122,megawatthours
3270,2023-05-17T06,CAL,California,WND,Wind,2048,megawatthours
3271,2023-05-17T07,CAL,California,WND,Wind,1909,megawatthours
3272,2023-05-17T08,CAL,California,WND,Wind,1972,megawatthours
3273,2023-05-17T09,CAL,California,WND,Wind,2175,megawatthours
3274,2023-05-17T10,CAL,California,WND,Wind,2048,megawatthours
3275,2023-05-17T11,CAL,California,WND,Wind,1931,megawatthours
3276,2023-05-17T12,CAL,California,WND,Wind,1813,megawatthours
3277,2023-05-17T13,CAL,California,WND,Wind,1680,megawatthours
3278,2023-05-17T14,CAL,California,WND,Wind,1272,megawatthours
3279,2023-05-17T15,CAL,California,WND,Wind,848,megawatthours
3280,2023-05-17T16,CAL,California,WND,Wind,623,megawatthours
3281,2023-05-17T17,CAL,California,WND,Wind,382,megawatthours
3282,2023-05-17T18,CAL,California,WND,Wind,259,megawatthours
3283,2023-05-17T19,CAL,California,WND,Wind,241,megawatthours
3284,2023-05-17T20,CAL,California,WND,Wind,330,megawatthours
3285,2023-05-17T21,CAL,California,WND,Wind,590,megawatthours
3286,2023-05-17T22,CAL,California,WND,Wind,1544,megawatthours
3287,2023-05-17T23,CAL,California,WND,Wind,2262,megawatthours
3288,2023-05-18T00,CAL,California,WND,Wind,2621,megawatthours
3289,2023-05-18T01,CAL,California,WND,Wind,2672,megawatthours
3290,2023-05-18T02,CAL,California,WND,Wind,3065,megawatthours
3291,2023-05-18T03,CAL,California,WND,Wind,3142,megawatthours
3292,2023-05-18T04,CAL,California,WND,Wind,3641,megawatthours
3293,2023-05-18T05,CAL,California,WND,Wind,3754,megawatthours
3294,2023-05-18T06,CAL,California,WND,Wind,3687,megawatthours
3295,2023-05-18T07,CAL,California,WND,Wind,3639,megawatthours
3296,2023-05-18T08,CAL,California,WND,Wind,3533,megawatthours
3297,2023-05-18T09,CAL,California,WND,Wind,3283,megawatthours
3298,2023-05-18T10,CAL,California,WND,Wind,2982,megawatthours
3299,2023-05-18T11,CAL,California,WND,Wind,2828,megawatthours
3300,2023-05-18T12,CAL,California,WND,Wind,2649,megawatthours
3301,2023-05-18T13,CAL,California,WND,Wind,2484,megawatthours
3302,2023-05-18T14,CAL,California,WND,Wind,2218,megawatthours
3303,2023-05-18T15,CAL,California,WND,Wind,2057,megawatthours
3304,2023-05-18T16,CAL,California,WND,Wind,1858,megawatthours
3305,2023-05-18T17,CAL,California,WND,Wind,1624,megawatthours
3306,2023-05-18T18,CAL,California,WND,Wind,1418,megawatthours
3307,2023-05-18T19,CAL,California,WND,Wind,1363,megawatthours
3308,2023-05-18T20,CAL,California,WND,Wind,1616,megawatthours
3309,2023-05-18T21,CAL,California,WND,Wind,2025,megawatthours
3310,2023-05-18T22,CAL,California,WND,Wind,2413,megawatthours
3311,2023-05-18T23,CAL,California,WND,Wind,3176,megawatthours
3312,2023-05-19T00,CAL,California,WND,Wind,3518,megawatthours
3313,2023-05-19T01,CAL,California,WND,Wind,3935,megawatthours
3314,2023-05-19T02,CAL,California,WND,Wind,4247,megawatthours
3315,2023-05-19T03,CAL,California,WND,Wind,4214,megawatthours
3316,2023-05-19T04,CAL,California,WND,Wind,4282,megawatthours
3317,2023-05-19T05,CAL,California,WND,Wind,4004,megawatthours
3318,2023-05-19T06,CAL,California,WND,Wind,3868,megawatthours
3319,2023-05-19T07,CAL,California,WND,Wind,3697,megawatthours
3320,2023-05-19T08,CAL,California,WND,Wind,3546,megawatthours
3321,2023-05-19T09,CAL,California,WND,Wind,3407,megawatthours
3322,2023-05-19T10,CAL,California,WND,Wind,3219,megawatthours
3323,2023-05-19T11,CAL,California,WND,Wind,3283,megawatthours
3324,2023-05-19T12,CAL,California,WND,Wind,3398,megawatthours
3325,2023-05-19T13,CAL,California,WND,Wind,3196,megawatthours
3326,2023-05-19T14,CAL,California,WND,Wind,2898,megawatthours
3327,2023-05-19T15,CAL,California,WND,Wind,2340,megawatthours
3328,2023-05-19T16,CAL,California,WND,Wind,1889,megawatthours
3329,2023-05-19T17,CAL,California,WND,Wind,1506,megawatthours
3330,2023-05-19T18,CAL,California,WND,Wind,1087,megawatthours
3331,2023-05-19T19,CAL,California,WND,Wind,911,megawatthours
3332,2023-05-19T20,CAL,California,WND,Wind,901,megawatthours
3333,2023-05-19T21,CAL,California,WND,Wind,1189,megawatthours
3334,2023-05-19T22,CAL,California,WND,Wind,1807,megawatthours
3335,2023-05-19T23,CAL,California,WND,Wind,2996,megawatthours
3336,2023-05-20T00,CAL,California,WND,Wind,3815,megawatthours
3337,2023-05-20T01,CAL,California,WND,Wind,4245,megawatthours
3338,2023-05-20T02,CAL,California,WND,Wind,4336,megawatthours
3339,2023-05-20T03,CAL,California,WND,Wind,4525,megawatthours
3340,2023-05-20T04,CAL,California,WND,Wind,4539,megawatthours
3341,2023-05-20T05,CAL,California,WND,Wind,4643,megawatthours
3342,2023-05-20T06,CAL,California,WND,Wind,4310,megawatthours
3343,2023-05-20T07,CAL,California,WND,Wind,4022,megawatthours
3344,2023-05-20T08,CAL,California,WND,Wind,3927,megawatthours
3345,2023-05-20T09,CAL,California,WND,Wind,3465,megawatthours
3346,2023-05-20T10,CAL,California,WND,Wind,2408,megawatthours
3347,2023-05-20T11,CAL,California,WND,Wind,2159,megawatthours
3348,2023-05-20T12,CAL,California,WND,Wind,2539,megawatthours
3349,2023-05-20T13,CAL,California,WND,Wind,2447,megawatthours
3350,2023-05-20T14,CAL,California,WND,Wind,2109,megawatthours
3351,2023-05-20T15,CAL,California,WND,Wind,1763,megawatthours
3352,2023-05-20T16,CAL,California,WND,Wind,1332,megawatthours
3353,2023-05-20T17,CAL,California,WND,Wind,1097,megawatthours
3354,2023-05-20T18,CAL,California,WND,Wind,1055,megawatthours
3355,2023-05-20T19,CAL,California,WND,Wind,1050,megawatthours
3356,2023-05-20T20,CAL,California,WND,Wind,1041,megawatthours
3357,2023-05-20T21,CAL,California,WND,Wind,1099,megawatthours
3358,2023-05-20T22,CAL,California,WND,Wind,1428,megawatthours
3359,2023-05-20T23,CAL,California,WND,Wind,2108,megawatthours
3360,2023-05-21T00,CAL,California,WND,Wind,2787,megawatthours
3361,2023-05-21T01,CAL,California,WND,Wind,3211,megawatthours
3362,2023-05-21T02,CAL,California,WND,Wind,3808,megawatthours
3363,2023-05-21T03,CAL,California,WND,Wind,4128,megawatthours
3364,2023-05-21T04,CAL,California,WND,Wind,3419,megawatthours
3365,2023-05-21T05,CAL,California,WND,Wind,2091,megawatthours
3366,2023-05-21T06,CAL,California,WND,Wind,1886,megawatthours
3367,2023-05-21T07,CAL,California,WND,Wind,1528,megawatthours
3368,2023-05-21T08,CAL,California,WND,Wind,1325,megawatthours
3369,2023-05-21T09,CAL,California,WND,Wind,1378,megawatthours
3370,2023-05-21T10,CAL,California,WND,Wind,1329,megawatthours
3371,2023-05-21T11,CAL,California,WND,Wind,1331,megawatthours
3372,2023-05-21T12,CAL,California,WND,Wind,1361,megawatthours
3373,2023-05-21T13,CAL,California,WND,Wind,970,megawatthours
3374,2023-05-21T14,CAL,California,WND,Wind,798,megawatthours
3375,2023-05-21T15,CAL,California,WND,Wind,589,megawatthours
3376,2023-05-21T16,CAL,California,WND,Wind,365,megawatthours
3377,2023-05-21T17,CAL,California,WND,Wind,314,megawatthours
3378,2023-05-21T18,CAL,California,WND,Wind,348,megawatthours
3379,2023-05-21T19,CAL,California,WND,Wind,366,megawatthours
3380,2023-05-21T20,CAL,California,WND,Wind,419,megawatthours
3381,2023-05-21T21,CAL,California,WND,Wind,492,megawatthours
3382,2023-05-21T22,CAL,California,WND,Wind,767,megawatthours
3383,2023-05-21T23,CAL,California,WND,Wind,1065,megawatthours
3384,2023-05-22T00,CAL,California,WND,Wind,1705,megawatthours
3385,2023-05-22T01,CAL,California,WND,Wind,1769,megawatthours
3386,2023-05-22T02,CAL,California,WND,Wind,1780,megawatthours
3387,2023-05-22T03,CAL,California,WND,Wind,1487,megawatthours
3388,2023-05-22T04,CAL,California,WND,Wind,1372,megawatthours
3389,2023-05-22T05,CAL,California,WND,Wind,1185,megawatthours
3390,2023-05-22T06,CAL,California,WND,Wind,1175,megawatthours
3391,2023-05-22T07,CAL,California,WND,Wind,1303,megawatthours
3392,2023-05-22T08,CAL,California,WND,Wind,1571,megawatthours
3393,2023-05-22T09,CAL,California,WND,Wind,2090,megawatthours
3394,2023-05-22T10,CAL,California,WND,Wind,2034,megawatthours
3395,2023-05-22T11,CAL,California,WND,Wind,1981,megawatthours
3396,2023-05-22T12,CAL,California,WND,Wind,1790,megawatthours
3397,2023-05-22T13,CAL,California,WND,Wind,1445,megawatthours
3398,2023-05-22T14,CAL,California,WND,Wind,1149,megawatthours
3399,2023-05-22T15,CAL,California,WND,Wind,680,megawatthours
3400,2023-05-22T16,CAL,California,WND,Wind,369,megawatthours
3401,2023-05-22T17,CAL,California,WND,Wind,222,megawatthours
3402,2023-05-22T18,CAL,California,WND,Wind,172,megawatthours
3403,2023-05-22T19,CAL,California,WND,Wind,143,megawatthours
3404,2023-05-22T20,CAL,California,WND,Wind,198,megawatthours
3405,2023-05-22T21,CAL,California,WND,Wind,373,megawatthours
3406,2023-05-22T22,CAL,California,WND,Wind,452,megawatthours
3407,2023-05-22T23,CAL,California,WND,Wind,807,megawatthours
3408,2023-05-23T00,CAL,California,WND,Wind,1252,megawatthours
3409,2023-05-23T01,CAL,California,WND,Wind,1581,megawatthours
3410,2023-05-23T02,CAL,California,WND,Wind,1708,megawatthours
3411,2023-05-23T03,CAL,California,WND,Wind,1750,megawatthours
3412,2023-05-23T04,CAL,California,WND,Wind,2032,megawatthours
3413,2023-05-23T05,CAL,California,WND,Wind,2152,megawatthours
3414,2023-05-23T06,CAL,California,WND,Wind,2277,megawatthours
3415,2023-05-23T07,CAL,California,WND,Wind,2348,megawatthours
3416,2023-05-23T08,CAL,California,WND,Wind,2570,megawatthours
3417,2023-05-23T09,CAL,California,WND,Wind,2711,megawatthours
3418,2023-05-23T10,CAL,California,WND,Wind,2735,megawatthours
3419,2023-05-23T11,CAL,California,WND,Wind,2536,megawatthours
3420,2023-05-23T12,CAL,California,WND,Wind,2242,megawatthours
3421,2023-05-23T13,CAL,California,WND,Wind,1934,megawatthours
3422,2023-05-23T14,CAL,California,WND,Wind,1714,megawatthours
3423,2023-05-23T15,CAL,California,WND,Wind,1395,megawatthours
3424,2023-05-23T16,CAL,California,WND,Wind,1207,megawatthours
3425,2023-05-23T17,CAL,California,WND,Wind,1068,megawatthours
3426,2023-05-23T18,CAL,California,WND,Wind,1262,megawatthours
