,period,respondent,respondent-name,fueltype,type-name,value,value-units
4549,2023-06-22T15,CAL,California,WND,Wind,2585,megawatthours
4550,2023-06-22T15,CAL,California,WND,Wind,2585,megawatthours
4551,2023-06-22T16,CAL,California,WND,Wind,2548,megawatthours
4552,2023-06-22T16,CAL,California,WND,Wind,2548,megawatthours
4553,2023-06-22T17,CAL,California,WND,Wind,2517,megawatthours
4554,2023-06-22T17,CAL,California,WND,Wind,2517,megawatthours
4555,2023-06-22T18,CAL,California,WND,Wind,2475,megawatthours
4556,2023-06-22T18,CAL,California,WND,Wind,2475,megawatthours
4557,2023-06-22T19,CAL,California,WND,Wind,2590,megawatthours
4558,2023-06-22T19,CAL,California,WND,Wind,2590,megawatthours
4559,2023-06-22T20,CAL,California,WND,Wind,2872,megawatthours
4560,2023-06-22T20,CAL,California,WND,Wind,2872,megawatthours
4561,2023-06-22T21,CAL,California,WND,Wind,3244,megawatthours
4562,2023-06-22T21,CAL,California,WND,Wind,3244,megawatthours
4563,2023-06-22T22,CAL,California,WND,Wind,3630,megawatthours
4564,2023-06-22T22,CAL,California,WND,Wind,3630,megawatthours
4565,2023-06-22T23,CAL,California,WND,Wind,3881,megawatthours
4566,2023-06-22T23,CAL,California,WND,Wind,3881,megawatthours
4567,2023-06-23T00,CAL,California,WND,Wind,4133,megawatthours
4568,2023-06-23T00,CAL,California,WND,Wind,4133,megawatthours
4569,2023-06-23T01,CAL,California,WND,Wind,4220,megawatthours
4570,2023-06-23T01,CAL,California,WND,Wind,4220,megawatthours
4571,2023-06-23T02,CAL,California,WND,Wind,3964,megawatthours
4572,2023-06-23T02,CAL,California,WND,Wind,3964,megawatthours
4573,2023-06-23T03,CAL,California,WND,Wind,3636,megawatthours
4574,2023-06-23T03,CAL,California,WND,Wind,3636,megawatthours
4575,2023-06-23T04,CAL,California,WND,Wind,3588,megawatthours
4576,2023-06-23T04,CAL,California,WND,Wind,3588,megawatthours
4577,2023-06-23T05,CAL,California,WND,Wind,4007,megawatthours
4578,2023-06-23T05,CAL,California,WND,Wind,4007,megawatthours
4579,2023-06-23T06,CAL,California,WND,Wind,4365,megawatthours
4580,2023-06-23T06,CAL,California,WND,Wind,4365,megawatthours
4581,2023-06-23T07,CAL,California,WND,Wind,4188,megawatthours
4582,2023-06-23T07,CAL,California,WND,Wind,4188,megawatthours
4583,2023-06-23T08,CAL,California,WND,Wind,4123,megawatthours
4584,2023-06-23T08,CAL,California,WND,Wind,4123,megawatthours
4585,2023-06-23T09,CAL,California,WND,Wind,4251,megawatthours
4586,2023-06-23T09,CAL,California,WND,Wind,4251,megawatthours
4587,2023-06-23T10,CAL,California,WND,Wind,4250,megawatthours
4588,2023-06-23T10,CAL,California,WND,Wind,4250,megawatthours
4589,2023-06-23T11,CAL,California,WND,Wind,4265,megawatthours
4590,2023-06-23T11,CAL,California,WND,Wind,4265,megawatthours
4591,2023-06-23T12,CAL,California,WND,Wind,3602,megawatthours
4592,2023-06-23T12,CAL,California,WND,Wind,3602,megawatthours
4593,2023-06-23T13,CAL,California,WND,Wind,3108,megawatthours
4594,2023-06-23T13,CAL,California,WND,Wind,3108,megawatthours
4595,2023-06-23T14,CAL,California,WND,Wind,3035,megawatthours
4596,2023-06-23T14,CAL,California,WND,Wind,3035,megawatthours
4597,2023-06-23T15,CAL,California,WND,Wind,2730,megawatthours
4598,2023-06-23T15,CAL,California,WND,Wind,2730,megawatthours
4599,2023-06-23T16,CAL,California,WND,Wind,2697,megawatthours
4600,2023-06-23T16,CAL,California,WND,Wind,2697,megawatthours
4601,2023-06-23T17,CAL,California,WND,Wind,2405,megawatthours
4602,2023-06-23T17,CAL,California,WND,Wind,2405,megawatthours
4603,2023-06-23T18,CAL,California,WND,Wind,2195,megawatthours
4604,2023-06-23T18,CAL,California,WND,Wind,2195,megawatthours
4605,2023-06-23T19,CAL,California,WND,Wind,1843,megawatthours
4606,2023-06-23T19,CAL,California,WND,Wind,1843,megawatthours
4607,2023-06-23T20,CAL,California,WND,Wind,1636,megawatthours
4608,2023-06-23T20,CAL,California,WND,Wind,1636,megawatthours
4609,2023-06-23T21,CAL,California,WND,Wind,1518,megawatthours
4610,2023-06-23T21,CAL,California,WND,Wind,1518,megawatthours
4611,2023-06-23T22,CAL,California,WND,Wind,1795,megawatthours
4612,2023-06-23T22,CAL,California,WND,Wind,1795,megawatthours
4613,2023-06-23T23,CAL,California,WND,Wind,2197,megawatthours
4614,2023-06-23T23,CAL,California,WND,Wind,2197,megawatthours
4615,2023-06-24T00,CAL,California,WND,Wind,2572,megawatthours
4616,2023-06-24T00,CAL,California,WND,Wind,2572,megawatthours
4617,2023-06-24T01,CAL,California,WND,Wind,2841,megawatthours
4618,2023-06-24T01,CAL,California,WND,Wind,2841,megawatthours
4619,2023-06-24T02,CAL,California,WND,Wind,3266,megawatthours
4620,2023-06-24T02,CAL,California,WND,Wind,3266,megawatthours
4621,2023-06-24T03,CAL,California,WND,Wind,3835,megawatthours
4622,2023-06-24T03,CAL,California,WND,Wind,3835,megawatthours
4623,2023-06-24T04,CAL,California,WND,Wind,3978,megawatthours
4624,2023-06-24T04,CAL,California,WND,Wind,3978,megawatthours
4625,2023-06-24T05,CAL,California,WND,Wind,3983,megawatthours
4626,2023-06-24T05,CAL,California,WND,Wind,3983,megawatthours
4627,2023-06-24T06,CAL,California,WND,Wind,3834,megawatthours
4628,2023-06-24T06,CAL,California,WND,Wind,3834,megawatthours
4629,2023-06-24T07,CAL,California,WND,Wind,3629,megawatthours
4630,2023-06-24T07,CAL,California,WND,Wind,3629,megawatthours
4631,2023-06-24T08,CAL,California,WND,Wind,3421,megawatthours
4632,2023-06-24T08,CAL,California,WND,Wind,3421,megawatthours
4633,2023-06-24T09,CAL,California,WND,Wind,3346,megawatthours
4634,2023-06-24T09,CAL,California,WND,Wind,3346,megawatthours
4635,2023-06-24T10,CAL,California,WND,Wind,2733,megawatthours
4636,2023-06-24T10,CAL,California,WND,Wind,2733,megawatthours
4637,2023-06-24T11,CAL,California,WND,Wind,2685,megawatthours
4638,2023-06-24T11,CAL,California,WND,Wind,2685,megawatthours
4639,2023-06-24T12,CAL,California,WND,Wind,2397,megawatthours
4640,2023-06-24T12,CAL,California,WND,Wind,2397,megawatthours
4641,2023-06-24T13,CAL,California,WND,Wind,2022,megawatthours
4642,2023-06-24T13,CAL,California,WND,Wind,2022,megawatthours
4643,2023-06-24T14,CAL,California,WND,Wind,1766,megawatthours
4644,2023-06-24T14,CAL,California,WND,Wind,1766,megawatthours
4645,2023-06-24T15,CAL,California,WND,Wind,1593,megawatthours
4646,2023-06-24T15,CAL,California,WND,Wind,1593,megawatthours
4647,2023-06-24T16,CAL,California,WND,Wind,1361,megawatthours
4648,2023-06-24T16,CAL,California,WND,Wind,1361,megawatthours
4649,2023-06-24T17,CAL,California,WND,Wind,1200,megawatthours
4650,2023-06-24T17,CAL,California,WND,Wind,1200,megawatthours
4651,2023-06-24T18,CAL,California,WND,Wind,1249,megawatthours
4652,2023-06-24T18,CAL,California,WND,Wind,1249,megawatthours
4653,2023-06-24T19,CAL,California,WND,Wind,1167,megawatthours
4654,2023-06-24T19,CAL,California,WND,Wind,1167,megawatthours
4655,2023-06-24T20,CAL,California,WND,Wind,1069,megawatthours
4656,2023-06-24T20,CAL,California,WND,Wind,1069,megawatthours
4657,2023-06-24T21,CAL,California,WND,Wind,1260,megawatthours
4658,2023-06-24T21,CAL,California,WND,Wind,1260,megawatthours
4659,2023-06-24T22,CAL,California,WND,Wind,1580,megawatthours
4660,2023-06-24T22,CAL,California,WND,Wind,1580,megawatthours
4661,2023-06-24T23,CAL,California,WND,Wind,1785,megawatthours
4662,2023-06-24T23,CAL,California,WND,Wind,1785,megawatthours
4663,2023-06-25T00,CAL,California,WND,Wind,2134,megawatthours
4664,2023-06-25T00,CAL,California,WND,Wind,2134,megawatthours
4665,2023-06-25T01,CAL,California,WND,Wind,2605,megawatthours
4666,2023-06-25T01,CAL,California,WND,Wind,2605,megawatthours
4667,2023-06-25T02,CAL,California,WND,Wind,2837,megawatthours
4668,2023-06-25T02,CAL,California,WND,Wind,2837,megawatthours
4669,2023-06-25T03,CAL,California,WND,Wind,3295,megawatthours
4670,2023-06-25T03,CAL,California,WND,Wind,3295,megawatthours
4671,2023-06-25T04,CAL,California,WND,Wind,3508,megawatthours
4672,2023-06-25T04,CAL,California,WND,Wind,3508,megawatthours
4673,2023-06-25T05,CAL,California,WND,Wind,3313,megawatthours
4674,2023-06-25T05,CAL,California,WND,Wind,3313,megawatthours
4675,2023-06-25T06,CAL,California,WND,Wind,3272,megawatthours
4676,2023-06-25T06,CAL,California,WND,Wind,3272,megawatthours
4677,2023-06-25T07,CAL,California,WND,Wind,3247,megawatthours
4678,2023-06-25T07,CAL,California,WND,Wind,3247,megawatthours
4679,2023-06-25T08,CAL,California,WND,Wind,3267,megawatthours
4680,2023-06-25T08,CAL,California,WND,Wind,3267,megawatthours
4681,2023-06-25T09,CAL,California,WND,Wind,3558,megawatthours
4682,2023-06-25T09,CAL,California,WND,Wind,3558,megawatthours
4683,2023-06-25T10,CAL,California,WND,Wind,3536,megawatthours
4684,2023-06-25T10,CAL,California,WND,Wind,3536,megawatthours
4685,2023-06-25T11,CAL,California,WND,Wind,3592,megawatthours
4686,2023-06-25T11,CAL,California,WND,Wind,3592,megawatthours
4687,2023-06-25T12,CAL,California,WND,Wind,3597,megawatthours
4688,2023-06-25T12,CAL,California,WND,Wind,3597,megawatthours
4689,2023-06-25T13,CAL,California,WND,Wind,3418,megawatthours
4690,2023-06-25T13,CAL,California,WND,Wind,3418,megawatthours
4691,2023-06-25T14,CAL,California,WND,Wind,3151,megawatthours
4692,2023-06-25T14,CAL,California,WND,Wind,3151,megawatthours
4693,2023-06-25T15,CAL,California,WND,Wind,2848,megawatthours
4694,2023-06-25T15,CAL,California,WND,Wind,2848,megawatthours
4695,2023-06-25T16,CAL,California,WND,Wind,2676,megawatthours
4696,2023-06-25T16,CAL,California,WND,Wind,2676,megawatthours
4697,2023-06-25T17,CAL,California,WND,Wind,2464,megawatthours
4698,2023-06-25T17,CAL,California,WND,Wind,2464,megawatthours
4699,2023-06-25T18,CAL,California,WND,Wind,2169,megawatthours
4700,2023-06-25T18,CAL,California,WND,Wind,2169,megawatthours
4701,2023-06-25T19,CAL,California,WND,Wind,2181,megawatthours
4702,2023-06-25T19,CAL,California,WND,Wind,2181,megawatthours
4703,2023-06-25T20,CAL,California,WND,Wind,2523,megawatthours
4704,2023-06-25T20,CAL,California,WND,Wind,2523,megawatthours
4705,2023-06-25T21,CAL,California,WND,Wind,3032,megawatthours
4706,2023-06-25T21,CAL,California,WND,Wind,3032,megawatthours
4707,2023-06-25T22,CAL,California,WND,Wind,3302,megawatthours
4708,2023-06-25T22,CAL,California,WND,Wind,3302,megawatthours
4709,2023-06-25T23,CAL,California,WND,Wind,3824,megawatthours
4710,2023-06-25T23,CAL,California,WND,Wind,3824,megawatthours
4711,2023-06-26T00,CAL,California,WND,Wind,3815,megawatthours
4712,2023-06-26T00,CAL,California,WND,Wind,3815,megawatthours
4713,2023-06-26T01,CAL,California,WND,Wind,3892,megawatthours
4714,2023-06-26T01,CAL,California,WND,Wind,3892,megawatthours
4715,2023-06-26T02,CAL,California,WND,Wind,3962,megawatthours
4716,2023-06-26T02,CAL,California,WND,Wind,3962,megawatthours
4717,2023-06-26T03,CAL,California,WND,Wind,4099,megawatthours
4718,2023-06-26T03,CAL,California,WND,Wind,4099,megawatthours
4719,2023-06-26T04,CAL,California,WND,Wind,4256,megawatthours
4720,2023-06-26T04,CAL,California,WND,Wind,4256,megawatthours
4721,2023-06-26T05,CAL,California,WND,Wind,4249,megawatthours
4722,2023-06-26T05,CAL,California,WND,Wind,4249,megawatthours
4723,2023-06-26T06,CAL,California,WND,Wind,4307,megawatthours
4724,2023-06-26T06,CAL,California,WND,Wind,4307,megawatthours
4725,2023-06-26T07,CAL,California,WND,Wind,4369,megawatthours
4726,2023-06-26T07,CAL,California,WND,Wind,4369,megawatthours
4727,2023-06-26T08,CAL,California,WND,Wind,4611,megawatthours
4728,2023-06-26T08,CAL,California,WND,Wind,4611,megawatthours
4729,2023-06-26T09,CAL,California,WND,Wind,4644,megawatthours
4730,2023-06-26T09,CAL,California,WND,Wind,4644,megawatthours
4731,2023-06-26T10,CAL,California,WND,Wind,4609,megawatthours
4732,2023-06-26T10,CAL,California,WND,Wind,4609,megawatthours
4733,2023-06-26T11,CAL,California,WND,Wind,4528,megawatthours
4734,2023-06-26T11,CAL,California,WND,Wind,4528,megawatthours
4735,2023-06-26T12,CAL,California,WND,Wind,4412,megawatthours
4736,2023-06-26T12,CAL,California,WND,Wind,4412,megawatthours
4737,2023-06-26T13,CAL,California,WND,Wind,4190,megawatthours
4738,2023-06-26T13,CAL,California,WND,Wind,4190,megawatthours
4739,2023-06-26T14,CAL,California,WND,Wind,3896,megawatthours
4740,2023-06-26T14,CAL,California,WND,Wind,3896,megawatthours
4741,2023-06-26T15,CAL,California,WND,Wind,3311,megawatthours
4742,2023-06-26T15,CAL,California,WND,Wind,3311,megawatthours
4743,2023-06-26T16,CAL,California,WND,Wind,3046,megawatthours
4744,2023-06-26T16,CAL,California,WND,Wind,3046,megawatthours
4745,2023-06-26T17,CAL,California,WND,Wind,2982,megawatthours
4746,2023-06-26T17,CAL,California,WND,Wind,2982,megawatthours
4747,2023-06-26T18,CAL,California,WND,Wind,3076,megawatthours
4748,2023-06-26T18,CAL,California,WND,Wind,3076,megawatthours
4749,2023-06-26T19,CAL,California,WND,Wind,3367,megawatthours
4750,2023-06-26T19,CAL,California,WND,Wind,3367,megawatthours
4751,2023-06-26T20,CAL,California,WND,Wind,3504,megawatthours
4752,2023-06-26T20,CAL,California,WND,Wind,3504,megawatthours
4753,2023-06-26T21,CAL,California,WND,Wind,3830,megawatthours
4754,2023-06-26T21,CAL,California,WND,Wind,3830,megawatthours
4755,2023-06-26T22,CAL,California,WND,Wind,4215,megawatthours
4756,2023-06-26T22,CAL,California,WND,Wind,4215,megawatthours
4757,2023-06-26T23,CAL,California,WND,Wind,4305,megawatthours
4758,2023-06-26T23,CAL,California,WND,Wind,4305,megawatthours
4759,2023-06-27T00,CAL,California,WND,Wind,4490,megawatthours
4760,2023-06-27T00,CAL,California,WND,Wind,4490,megawatthours
4761,2023-06-27T01,CAL,California,WND,Wind,4641,megawatthours
4762,2023-06-27T01,CAL,California,WND,Wind,4641,megawatthours
4763,2023-06-27T02,CAL,California,WND,Wind,4753,megawatthours
4764,2023-06-27T02,CAL,California,WND,Wind,4753,megawatthours
4765,2023-06-27T03,CAL,California,WND,Wind,4651,megawatthours
4766,2023-06-27T03,CAL,California,WND,Wind,4651,megawatthours
4767,2023-06-27T04,CAL,California,WND,Wind,4513,megawatthours
4768,2023-06-27T04,CAL,California,WND,Wind,4513,megawatthours
4769,2023-06-27T05,CAL,California,WND,Wind,4349,megawatthours
4770,2023-06-27T05,CAL,California,WND,Wind,4349,megawatthours
4771,2023-06-27T06,CAL,California,WND,Wind,3980,megawatthours
4772,2023-06-27T06,CAL,California,WND,Wind,3980,megawatthours
4773,2023-06-27T07,CAL,California,WND,Wind,4170,megawatthours
4774,2023-06-27T07,CAL,California,WND,Wind,4170,megawatthours
4775,2023-06-27T08,CAL,California,WND,Wind,4567,megawatthours
4776,2023-06-27T08,CAL,California,WND,Wind,4567,megawatthours
4777,2023-06-27T09,CAL,California,WND,Wind,4612,megawatthours
4778,2023-06-27T09,CAL,California,WND,Wind,4612,megawatthours
4779,2023-06-27T10,CAL,California,WND,Wind,4342,megawatthours
4780,2023-06-27T10,CAL,California,WND,Wind,4342,megawatthours
4781,2023-06-27T11,CAL,California,WND,Wind,4234,megawatthours
4782,2023-06-27T11,CAL,California,WND,Wind,4234,megawatthours
4783,2023-06-27T12,CAL,California,WND,Wind,4067,megawatthours
4784,2023-06-27T12,CAL,California,WND,Wind,4067,megawatthours
4785,2023-06-27T13,CAL,California,WND,Wind,3690,megawatthours
4786,2023-06-27T13,CAL,California,WND,Wind,3690,megawatthours
4787,2023-06-27T14,CAL,California,WND,Wind,3493,megawatthours
4788,2023-06-27T14,CAL,California,WND,Wind,3493,megawatthours
4789,2023-06-27T15,CAL,California,WND,Wind,2898,megawatthours
4790,2023-06-27T15,CAL,California,WND,Wind,2898,megawatthours
4791,2023-06-27T16,CAL,California,WND,Wind,2547,megawatthours
4792,2023-06-27T16,CAL,California,WND,Wind,2547,megawatthours
4793,2023-06-27T17,CAL,California,WND,Wind,1976,megawatthours
4794,2023-06-27T17,CAL,California,WND,Wind,1976,megawatthours
4795,2023-06-27T18,CAL,California,WND,Wind,1467,megawatthours
4796,2023-06-27T18,CAL,California,WND,Wind,1467,megawatthours
4797,2023-06-27T19,CAL,California,WND,Wind,1130,megawatthours
4798,2023-06-27T19,CAL,California,WND,Wind,1130,megawatthours
4799,2023-06-27T20,CAL,California,WND,Wind,1250,megawatthours
4800,2023-06-27T20,CAL,California,WND,Wind,1250,megawatthours
4801,2023-06-27T21,CAL,California,WND,Wind,1492,megawatthours
4802,2023-06-27T21,CAL,California,WND,Wind,1492,megawatthours
4803,2023-06-27T22,CAL,California,WND,Wind,2177,megawatthours
4804,2023-06-27T22,CAL,California,WND,Wind,2177,megawatthours
4805,2023-06-27T23,CAL,California,WND,Wind,2820,megawatthours
4806,2023-06-27T23,CAL,California,WND,Wind,2820,megawatthours
4807,2023-06-28T00,CAL,California,WND,Wind,3341,megawatthours
4808,2023-06-28T00,CAL,California,WND,Wind,3341,megawatthours
4809,2023-06-28T01,CAL,California,WND,Wind,3608,megawatthours
4810,2023-06-28T01,CAL,California,WND,Wind,3608,megawatthours
4811,2023-06-28T02,CAL,California,WND,Wind,3875,megawatthours
4812,2023-06-28T02,CAL,California,WND,Wind,3875,megawatthours
4813,2023-06-28T03,CAL,California,WND,Wind,4114,megawatthours
4814,2023-06-28T03,CAL,California,WND,Wind,4114,megawatthours
4815,2023-06-28T04,CAL,California,WND,Wind,4129,megawatthours
4816,2023-06-28T04,CAL,California,WND,Wind,4129,megawatthours
4817,2023-06-28T05,CAL,California,WND,Wind,4072,megawatthours
4818,2023-06-28T05,CAL,California,WND,Wind,4072,megawatthours
4819,2023-06-28T06,CAL,California,WND,Wind,3992,megawatthours
4820,2023-06-28T06,CAL,California,WND,Wind,3992,megawatthours
4821,2023-06-28T07,CAL,California,WND,Wind,3843,megawatthours
4822,2023-06-28T07,CAL,California,WND,Wind,3843,megawatthours
4823,2023-06-28T08,CAL,California,WND,Wind,4051,megawatthours
4824,2023-06-28T08,CAL,California,WND,Wind,4051,megawatthours
4825,2023-06-28T09,CAL,California,WND,Wind,4210,megawatthours
4826,2023-06-28T09,CAL,California,WND,Wind,4210,megawatthours
4827,2023-06-28T10,CAL,California,WND,Wind,4175,megawatthours
4828,2023-06-28T10,CAL,California,WND,Wind,4175,megawatthours
4829,2023-06-28T11,CAL,California,WND,Wind,4135,megawatthours
4830,2023-06-28T11,CAL,California,WND,Wind,4135,megawatthours
4831,2023-06-28T12,CAL,California,WND,Wind,4104,megawatthours
4832,2023-06-28T12,CAL,California,WND,Wind,4104,megawatthours
4833,2023-06-28T13,CAL,California,WND,Wind,4000,megawatthours
4834,2023-06-28T13,CAL,California,WND,Wind,4000,megawatthours
4835,2023-06-28T14,CAL,California,WND,Wind,4005,megawatthours
4836,2023-06-28T14,CAL,California,WND,Wind,4005,megawatthours
4837,2023-06-28T15,CAL,California,WND,Wind,3543,megawatthours
4838,2023-06-28T15,CAL,California,WND,Wind,3543,megawatthours
4839,2023-06-28T16,CAL,California,WND,Wind,3403,megawatthours
4840,2023-06-28T16,CAL,California,WND,Wind,3403,megawatthours
4841,2023-06-28T17,CAL,California,WND,Wind,3095,megawatthours
4842,2023-06-28T17,CAL,California,WND,Wind,3095,megawatthours
4843,2023-06-28T18,CAL,California,WND,Wind,2896,megawatthours
4844,2023-06-28T18,CAL,California,WND,Wind,2896,megawatthours
4845,2023-06-28T19,CAL,California,WND,Wind,2679,megawatthours
4846,2023-06-28T19,CAL,California,WND,Wind,2679,megawatthours
4847,2023-06-28T20,CAL,California,WND,Wind,2977,megawatthours
4848,2023-06-28T20,CAL,California,WND,Wind,2977,megawatthours
4849,2023-06-28T21,CAL,California,WND,Wind,3273,megawatthours
4850,2023-06-28T21,CAL,California,WND,Wind,3273,megawatthours
4851,2023-06-28T22,CAL,California,WND,Wind,3783,megawatthours
4852,2023-06-28T22,CAL,California,WND,Wind,3783,megawatthours
4853,2023-06-28T23,CAL,California,WND,Wind,4170,megawatthours
4854,2023-06-28T23,CAL,California,WND,Wind,4170,megawatthours
4855,2023-06-29T00,CAL,California,WND,Wind,4272,megawatthours
4856,2023-06-29T00,CAL,California,WND,Wind,4272,megawatthours
4857,2023-06-29T01,CAL,California,WND,Wind,4496,megawatthours
4858,2023-06-29T01,CAL,California,WND,Wind,4496,megawatthours
4859,2023-06-29T02,CAL,California,WND,Wind,4972,megawatthours
4860,2023-06-29T02,CAL,California,WND,Wind,4972,megawatthours
4861,2023-06-29T03,CAL,California,WND,Wind,5194,megawatthours
4862,2023-06-29T03,CAL,California,WND,Wind,5194,megawatthours
4863,2023-06-29T04,CAL,California,WND,Wind,5319,megawatthours
4864,2023-06-29T04,CAL,California,WND,Wind,5319,megawatthours
4865,2023-06-29T05,CAL,California,WND,Wind,5149,megawatthours
4866,2023-06-29T05,CAL,California,WND,Wind,5149,megawatthours
4867,2023-06-29T06,CAL,California,WND,Wind,4890,megawatthours
4868,2023-06-29T06,CAL,California,WND,Wind,4890,megawatthours
4869,2023-06-29T07,CAL,California,WND,Wind,4786,megawatthours
4870,2023-06-29T07,CAL,California,WND,Wind,4786,megawatthours
4871,2023-06-29T08,CAL,California,WND,Wind,4882,megawatthours
4872,2023-06-29T08,CAL,California,WND,Wind,4882,megawatthours
4873,2023-06-29T09,CAL,California,WND,Wind,4826,megawatthours
4874,2023-06-29T09,CAL,California,WND,Wind,4826,megawatthours
4875,2023-06-29T10,CAL,California,WND,Wind,4515,megawatthours
4876,2023-06-29T10,CAL,California,WND,Wind,4515,megawatthours
4877,2023-06-29T11,CAL,California,WND,Wind,4034,megawatthours
4878,2023-06-29T11,CAL,California,WND,Wind,4034,megawatthours
4879,2023-06-29T12,CAL,California,WND,Wind,3708,megawatthours
4880,2023-06-29T12,CAL,California,WND,Wind,3708,megawatthours
4881,2023-06-29T13,CAL,California,WND,Wind,3266,megawatthours
4882,2023-06-29T13,CAL,California,WND,Wind,3266,megawatthours
4883,2023-06-29T14,CAL,California,WND,Wind,2803,megawatthours
4884,2023-06-29T14,CAL,California,WND,Wind,2803,megawatthours
4885,2023-06-29T15,CAL,California,WND,Wind,2088,megawatthours
4886,2023-06-29T15,CAL,California,WND,Wind,2088,megawatthours
4887,2023-06-29T16,CAL,California,WND,Wind,1195,megawatthours
4888,2023-06-29T16,CAL,California,WND,Wind,1195,megawatthours
4889,2023-06-29T17,CAL,California,WND,Wind,689,megawatthours
4890,2023-06-29T17,CAL,California,WND,Wind,689,megawatthours
4891,2023-06-29T18,CAL,California,WND,Wind,539,megawatthours
4892,2023-06-29T18,CAL,California,WND,Wind,539,megawatthours
4893,2023-06-29T19,CAL,California,WND,Wind,471,megawatthours
4894,2023-06-29T19,CAL,California,WND,Wind,471,megawatthours
4895,2023-06-29T20,CAL,California,WND,Wind,433,megawatthours
4896,2023-06-29T20,CAL,California,WND,Wind,433,megawatthours
4897,2023-06-29T21,CAL,California,WND,Wind,390,megawatthours
4898,2023-06-29T21,CAL,California,WND,Wind,390,megawatthours
4899,2023-06-29T22,CAL,California,WND,Wind,693,megawatthours
4900,2023-06-29T22,CAL,California,WND,Wind,693,megawatthours
4901,2023-06-29T23,CAL,California,WND,Wind,1385,megawatthours
4902,2023-06-29T23,CAL,California,WND,Wind,1385,megawatthours
4903,2023-06-30T00,CAL,California,WND,Wind,2364,megawatthours
4904,2023-06-30T00,CAL,California,WND,Wind,2364,megawatthours
4905,2023-06-30T01,CAL,California,WND,Wind,3033,megawatthours
4906,2023-06-30T01,CAL,California,WND,Wind,3033,megawatthours
4907,2023-06-30T02,CAL,California,WND,Wind,3175,megawatthours
4908,2023-06-30T02,CAL,California,WND,Wind,3175,megawatthours
4909,2023-06-30T03,CAL,California,WND,Wind,3440,megawatthours
4910,2023-06-30T03,CAL,California,WND,Wind,3440,megawatthours
4911,2023-06-30T04,CAL,California,WND,Wind,3606,megawatthours
4912,2023-06-30T04,CAL,California,WND,Wind,3606,megawatthours
4913,2023-06-30T05,CAL,California,WND,Wind,3591,megawatthours
4914,2023-06-30T05,CAL,California,WND,Wind,3591,megawatthours
4915,2023-06-30T06,CAL,California,WND,Wind,3343,megawatthours
4916,2023-06-30T06,CAL,California,WND,Wind,3343,megawatthours
4917,2023-06-30T07,CAL,California,WND,Wind,3167,megawatthours
4918,2023-06-30T07,CAL,California,WND,Wind,3167,megawatthours
4919,2023-06-30T08,CAL,California,WND,Wind,3083,megawatthours
4920,2023-06-30T08,CAL,California,WND,Wind,3083,megawatthours
4921,2023-06-30T09,CAL,California,WND,Wind,2935,megawatthours
4922,2023-06-30T09,CAL,California,WND,Wind,2935,megawatthours
4923,2023-06-30T10,CAL,California,WND,Wind,2722,megawatthours
4924,2023-06-30T10,CAL,California,WND,Wind,2722,megawatthours
4925,2023-06-30T11,CAL,California,WND,Wind,2536,megawatthours
4926,2023-06-30T11,CAL,California,WND,Wind,2536,megawatthours
4927,2023-06-30T12,CAL,California,WND,Wind,1991,megawatthours
4928,2023-06-30T12,CAL,California,WND,Wind,1991,megawatthours
4929,2023-06-30T13,CAL,California,WND,Wind,1324,megawatthours
4930,2023-06-30T13,CAL,California,WND,Wind,1324,megawatthours
4931,2023-06-30T14,CAL,California,WND,Wind,981,megawatthours
4932,2023-06-30T14,CAL,California,WND,Wind,981,megawatthours
4933,2023-06-30T15,CAL,California,WND,Wind,584,megawatthours
4934,2023-06-30T15,CAL,California,WND,Wind,584,megawatthours
4935,2023-06-30T16,CAL,California,WND,Wind,269,megawatthours
4936,2023-06-30T16,CAL,California,WND,Wind,269,megawatthours
4937,2023-06-30T17,CAL,California,WND,Wind,215,megawatthours
4938,2023-06-30T17,CAL,California,WND,Wind,215,megawatthours
4939,2023-06-30T18,CAL,California,WND,Wind,321,megawatthours
4940,2023-06-30T18,CAL,California,WND,Wind,321,megawatthours
4941,2023-06-30T19,CAL,California,WND,Wind,385,megawatthours
4942,2023-06-30T19,CAL,California,WND,Wind,385,megawatthours
4943,2023-06-30T20,CAL,California,WND,Wind,295,megawatthours
4944,2023-06-30T20,CAL,California,WND,Wind,295,megawatthours
4945,2023-06-30T21,CAL,California,WND,Wind,368,megawatthours
4946,2023-06-30T21,CAL,California,WND,Wind,368,megawatthours
4947,2023-06-30T22,CAL,California,WND,Wind,398,megawatthours
4948,2023-06-30T22,CAL,California,WND,Wind,398,megawatthours
4949,2023-06-30T23,CAL,California,WND,Wind,456,megawatthours
4950,2023-06-30T23,CAL,California,WND,Wind,456,megawatthours
4951,2023-07-01T00,CAL,California,WND,Wind,641,megawatthours
4952,2023-07-01T00,CAL,California,WND,Wind,641,megawatthours
4953,2023-07-01T01,CAL,California,WND,Wind,964,megawatthours
4954,2023-07-01T01,CAL,California,WND,Wind,964,megawatthours
4955,2023-07-01T02,CAL,California,WND,Wind,1419,megawatthours
4956,2023-07-01T02,CAL,California,WND,Wind,1419,megawatthours
4957,2023-07-01T03,CAL,California,WND,Wind,1751,megawatthours
4958,2023-07-01T03,CAL,California,WND,Wind,1751,megawatthours
4959,2023-07-01T04,CAL,California,WND,Wind,2441,megawatthours
4960,2023-07-01T04,CAL,California,WND,Wind,2441,megawatthours
