,period,value
3270,2023-08-16T18,40867
3271,2023-08-16T17,39886
3272,2023-08-16T16,37452
3273,2023-08-16T15,34966
3274,2023-08-16T14,33706
3275,2023-08-16T13,33786
3276,2023-08-16T12,34042
3277,2023-08-16T11,34854
3278,2023-08-16T10,36234
3279,2023-08-16T09,37811
3280,2023-08-16T08,39662
3281,2023-08-16T07,43098
3282,2023-08-16T06,46643
3283,2023-08-16T05,49437
3284,2023-08-16T04,51552
3285,2023-08-16T03,52881
3286,2023-08-16T02,53411
3287,2023-08-16T01,52706
3288,2023-08-16T00,50829
3289,2023-08-15T23,48270
3290,2023-08-15T22,45681
3291,2023-08-15T21,43312
3292,2023-08-15T20,41510
3293,2023-08-15T19,40068
3294,2023-08-15T18,39607
3295,2023-08-15T17,38956
3296,2023-08-15T16,36835
3297,2023-08-15T15,34421
3298,2023-08-15T14,32309
3299,2023-08-15T13,32073
3300,2023-08-15T12,32022
3301,2023-08-15T11,32515
3302,2023-08-15T10,33546
3303,2023-08-15T09,35580
3304,2023-08-15T08,37937
3305,2023-08-15T07,41113
3306,2023-08-15T06,44262
3307,2023-08-15T05,46801
3308,2023-08-15T04,48806
3309,2023-08-15T03,50209
3310,2023-08-15T02,50512
3311,2023-08-15T01,49464
3312,2023-08-15T00,47878
3313,2023-08-14T23,45828
3314,2023-08-14T22,43707
3315,2023-08-14T21,42029
3316,2023-08-14T20,40655
3317,2023-08-14T19,39558
3318,2023-08-14T18,39073
3319,2023-08-14T17,38145
3320,2023-08-14T16,35708
3321,2023-08-14T15,33669
3322,2023-08-14T14,31348
3323,2023-08-14T13,30500
3324,2023-08-14T12,30550
3325,2023-08-14T11,31503
3326,2023-08-14T10,31875
3327,2023-08-14T09,33012
3328,2023-08-14T08,35037
3329,2023-08-14T07,37792
3330,2023-08-14T06,40832
3331,2023-08-14T05,42476
3332,2023-08-14T04,43591
3333,2023-08-14T03,44263
3334,2023-08-14T02,43976
3335,2023-08-14T01,42404
3336,2023-08-14T00,40888
3337,2023-08-13T23,38178
3338,2023-08-13T22,35854
3339,2023-08-13T21,33862
3340,2023-08-13T20,32377
3341,2023-08-13T19,31470
3342,2023-08-13T18,31036
3343,2023-08-13T17,30569
3344,2023-08-13T16,29050
3345,2023-08-13T15,27797
3346,2023-08-13T14,28226
3347,2023-08-13T13,28423
3348,2023-08-13T12,29248
3349,2023-08-13T11,29827
3350,2023-08-13T10,31219
3351,2023-08-13T09,32714
3352,2023-08-13T08,34775
3353,2023-08-13T07,37199
3354,2023-08-13T06,39697
3355,2023-08-13T05,41282
3356,2023-08-13T04,42541
3357,2023-08-13T03,42974
3358,2023-08-13T02,42272
3359,2023-08-13T01,40791
3360,2023-08-13T00,39089
3361,2023-08-12T23,36744
3362,2023-08-12T22,34778
3363,2023-08-12T21,33607
3364,2023-08-12T20,32833
3365,2023-08-12T19,32545
3366,2023-08-12T18,32622
3367,2023-08-12T17,32067
3368,2023-08-12T16,30660
3369,2023-08-12T15,28911
3370,2023-08-12T14,28472
3371,2023-08-12T13,28339
3372,2023-08-12T12,28749
3373,2023-08-12T11,29712
3374,2023-08-12T10,31109
3375,2023-08-12T09,32815
3376,2023-08-12T08,34528
3377,2023-08-12T07,37146
3378,2023-08-12T06,39496
3379,2023-08-12T05,40879
3380,2023-08-12T04,41925
3381,2023-08-12T03,42519
3382,2023-08-12T02,42531
3383,2023-08-12T01,41616
3384,2023-08-12T00,40328
3385,2023-08-11T23,38385
3386,2023-08-11T22,36423
3387,2023-08-11T21,35451
3388,2023-08-11T20,35410
3389,2023-08-11T19,35117
3390,2023-08-11T18,35397
3391,2023-08-11T17,35420
3392,2023-08-11T16,34268
3393,2023-08-11T15,32307
3394,2023-08-11T14,30877
3395,2023-08-11T13,29854
3396,2023-08-11T12,29642
3397,2023-08-11T11,30034
3398,2023-08-11T10,31402
3399,2023-08-11T09,33001
3400,2023-08-11T08,34746
3401,2023-08-11T07,37324
3402,2023-08-11T06,39632
3403,2023-08-11T05,41133
3404,2023-08-11T04,41712
3405,2023-08-11T03,42316
3406,2023-08-11T02,42607
3407,2023-08-11T01,41792
3408,2023-08-11T00,40355
3409,2023-08-10T23,38703
3410,2023-08-10T22,37492
3411,2023-08-10T21,36294
3412,2023-08-10T20,35784
3413,2023-08-10T19,35855
3414,2023-08-10T18,35794
3415,2023-08-10T17,35292
3416,2023-08-10T16,34062
3417,2023-08-10T15,32839
3418,2023-08-10T14,31288
3419,2023-08-10T13,30168
3420,2023-08-10T12,30335
3421,2023-08-10T11,30541
3422,2023-08-10T10,31669
3423,2023-08-10T09,33436
3424,2023-08-10T08,35364
3425,2023-08-10T07,37964
3426,2023-08-10T06,40517
3427,2023-08-10T05,42316
3428,2023-08-10T04,43051
3429,2023-08-10T03,43611
3430,2023-08-10T02,43848
3431,2023-08-10T01,43622
3432,2023-08-10T00,42409
3433,2023-08-09T23,40482
3434,2023-08-09T22,38440
3435,2023-08-09T21,37511
3436,2023-08-09T20,37210
3437,2023-08-09T19,36796
3438,2023-08-09T18,36134
3439,2023-08-09T17,35165
3440,2023-08-09T16,34216
3441,2023-08-09T15,32763
3442,2023-08-09T14,31514
3443,2023-08-09T13,30444
3444,2023-08-09T12,30779
3445,2023-08-09T11,30794
3446,2023-08-09T10,32164
3447,2023-08-09T09,34084
3448,2023-08-09T08,35911
3449,2023-08-09T07,38545
3450,2023-08-09T06,41411
3451,2023-08-09T05,43274
3452,2023-08-09T04,44288
3453,2023-08-09T03,44998
3454,2023-08-09T02,44931
3455,2023-08-09T01,44251
3456,2023-08-09T00,43875
3457,2023-08-08T23,42458
3458,2023-08-08T22,40011
3459,2023-08-08T21,38123
3460,2023-08-08T20,37240
3461,2023-08-08T19,36445
3462,2023-08-08T18,36823
3463,2023-08-08T17,36419
3464,2023-08-08T16,34839
3465,2023-08-08T15,32189
3466,2023-08-08T14,30937
3467,2023-08-08T13,30302
3468,2023-08-08T12,30606
3469,2023-08-08T11,30946
3470,2023-08-08T10,32387
3471,2023-08-08T09,34365
3472,2023-08-08T08,36423
3473,2023-08-08T07,39442
3474,2023-08-08T06,43048
3475,2023-08-08T05,45897
3476,2023-08-08T04,47858
3477,2023-08-08T03,49514
3478,2023-08-08T02,50048
3479,2023-08-08T01,49021
3480,2023-08-08T00,47720
3481,2023-08-07T23,45604
3482,2023-08-07T22,43209
3483,2023-08-07T21,41056
3484,2023-08-07T20,39705
3485,2023-08-07T19,38666
3486,2023-08-07T18,38220
3487,2023-08-07T17,37416
3488,2023-08-07T16,35339
3489,2023-08-07T15,32743
3490,2023-08-07T14,30960
3491,2023-08-07T13,29891
3492,2023-08-07T12,30034
3493,2023-08-07T11,30484
3494,2023-08-07T10,31875
3495,2023-08-07T09,33691
3496,2023-08-07T08,35931
3497,2023-08-07T07,39074
3498,2023-08-07T06,42479
3499,2023-08-07T05,44914
3500,2023-08-07T04,46613
3501,2023-08-07T03,47692
3502,2023-08-07T02,46835
3503,2023-08-07T01,44944
3504,2023-08-07T00,43165
3505,2023-08-06T23,40616
3506,2023-08-06T22,38128
3507,2023-08-06T21,35751
3508,2023-08-06T20,34197
3509,2023-08-06T19,33109
3510,2023-08-06T18,31950
3511,2023-08-06T17,31766
3512,2023-08-06T16,30651
3513,2023-08-06T15,28668
3514,2023-08-06T14,28451
3515,2023-08-06T13,28740
3516,2023-08-06T12,29454
3517,2023-08-06T11,30512
3518,2023-08-06T10,32058
3519,2023-08-06T09,33781
3520,2023-08-06T08,35639
3521,2023-08-06T07,38276
3522,2023-08-06T06,41002
3523,2023-08-06T05,43146
3524,2023-08-06T04,44791
3525,2023-08-06T03,45907
3526,2023-08-06T02,45279
3527,2023-08-06T01,43623
3528,2023-08-06T00,41463
3529,2023-08-05T23,39107
3530,2023-08-05T22,36815
3531,2023-08-05T21,34718
3532,2023-08-05T20,33448
3533,2023-08-05T19,33056
3534,2023-08-05T18,32684
3535,2023-08-05T17,32760
3536,2023-08-05T16,30827
3537,2023-08-05T15,29431
3538,2023-08-05T14,29099
3539,2023-08-05T13,28896
3540,2023-08-05T12,29184
3541,2023-08-05T11,30306
3542,2023-08-05T10,31339
3543,2023-08-05T09,33155
3544,2023-08-05T08,35346
3545,2023-08-05T07,37856
3546,2023-08-05T06,40358
3547,2023-08-05T05,42098
3548,2023-08-05T04,43506
3549,2023-08-05T03,44463
3550,2023-08-05T02,44232
3551,2023-08-05T01,42702
3552,2023-08-05T00,40636
3553,2023-08-04T23,38165
3554,2023-08-04T22,36228
3555,2023-08-04T21,34410
3556,2023-08-04T20,33678
3557,2023-08-04T19,33508
3558,2023-08-04T18,34184
3559,2023-08-04T17,34178
3560,2023-08-04T16,33077
3561,2023-08-04T15,31099
3562,2023-08-04T14,29919
3563,2023-08-04T13,28964
3564,2023-08-04T12,29049
3565,2023-08-04T11,29673
3566,2023-08-04T10,30836
3567,2023-08-04T09,32446
3568,2023-08-04T08,34374
3569,2023-08-04T07,36895
3570,2023-08-04T06,39193
3571,2023-08-04T05,40806
3572,2023-08-04T04,41598
3573,2023-08-04T03,42290
3574,2023-08-04T02,41882
3575,2023-08-04T01,40497
3576,2023-08-04T00,38894
3577,2023-08-03T23,37346
3578,2023-08-03T22,36134
3579,2023-08-03T21,34740
3580,2023-08-03T20,34517
3581,2023-08-03T19,34313
3582,2023-08-03T18,34106
3583,2023-08-03T17,34459
3584,2023-08-03T16,33526
3585,2023-08-03T15,31838
3586,2023-08-03T14,30890
3587,2023-08-03T13,30241
3588,2023-08-03T12,30245
3589,2023-08-03T11,31160
3590,2023-08-03T10,32281
3591,2023-08-03T09,33757
3592,2023-08-03T08,35391
3593,2023-08-03T07,37797
3594,2023-08-03T06,40625
3595,2023-08-03T05,42385
3596,2023-08-03T04,43887
3597,2023-08-03T03,45005
3598,2023-08-03T02,45270
3599,2023-08-03T01,43981
3600,2023-08-03T00,42891
3601,2023-08-02T23,40902
3602,2023-08-02T22,38928
3603,2023-08-02T21,37614
3604,2023-08-02T20,37390
3605,2023-08-02T19,36576
3606,2023-08-02T18,36212
3607,2023-08-02T17,35969
3608,2023-08-02T16,34607
3609,2023-08-02T15,32452
3610,2023-08-02T14,31416
3611,2023-08-02T13,30490
3612,2023-08-02T12,30850
3613,2023-08-02T11,31413
3614,2023-08-02T10,32508
3615,2023-08-02T09,34056
3616,2023-08-02T08,36437
3617,2023-08-02T07,39380
3618,2023-08-02T06,42247
3619,2023-08-02T05,44362
3620,2023-08-02T04,45951
3621,2023-08-02T03,47180
3622,2023-08-02T02,47461
3623,2023-08-02T01,46596
3624,2023-08-02T00,45158
3625,2023-08-01T23,43336
3626,2023-08-01T22,41603
3627,2023-08-01T21,39702
3628,2023-08-01T20,38739
3629,2023-08-01T19,38160
3630,2023-08-01T18,37469
3631,2023-08-01T17,36415
3632,2023-08-01T16,35110
3633,2023-08-01T15,33826
3634,2023-08-01T14,32597
3635,2023-08-01T13,31780
3636,2023-08-01T12,32076
3637,2023-08-01T11,33090
3638,2023-08-01T10,33694
3639,2023-08-01T09,35552
3640,2023-08-01T08,37377
3641,2023-08-01T07,40102
3642,2023-08-01T06,43054
3643,2023-08-01T05,45157
3644,2023-08-01T04,46363
3645,2023-08-01T03,47361
3646,2023-08-01T02,47673
3647,2023-08-01T01,47435
3648,2023-08-01T00,46765
3649,2023-07-31T23,45679
3650,2023-07-31T22,43714
3651,2023-07-31T21,42141
3652,2023-07-31T20,40475
3653,2023-07-31T19,38810
3654,2023-07-31T18,37494
3655,2023-07-31T17,36256
3656,2023-07-31T16,35079
3657,2023-07-31T15,33296
3658,2023-07-31T14,31971
3659,2023-07-31T13,31717
3660,2023-07-31T12,31904
3661,2023-07-31T11,32503
3662,2023-07-31T10,33224
3663,2023-07-31T09,34732
3664,2023-07-31T08,36251
3665,2023-07-31T07,39433
3666,2023-07-31T06,42314
3667,2023-07-31T05,44374
3668,2023-07-31T04,45763
3669,2023-07-31T03,46519
3670,2023-07-31T02,45610
3671,2023-07-31T01,43447
3672,2023-07-31T00,41152
3673,2023-07-30T23,38759
3674,2023-07-30T22,36150
3675,2023-07-30T21,33827
3676,2023-07-30T20,32753
3677,2023-07-30T19,32432
3678,2023-07-30T18,31644
3679,2023-07-30T17,31440
3680,2023-07-30T16,30388
3681,2023-07-30T15,29101
3682,2023-07-30T14,29402
3683,2023-07-30T13,29641
3684,2023-07-30T12,30354
3685,2023-07-30T11,31230
3686,2023-07-30T10,32504
3687,2023-07-30T09,34319
3688,2023-07-30T08,36672
3689,2023-07-30T07,38911
3690,2023-07-30T06,41360
3691,2023-07-30T05,43513
3692,2023-07-30T04,45172
3693,2023-07-30T03,46178
3694,2023-07-30T02,45869
3695,2023-07-30T01,43927
3696,2023-07-30T00,42111
3697,2023-07-29T23,40050
3698,2023-07-29T22,38856
3699,2023-07-29T21,37406
3700,2023-07-29T20,36173
3701,2023-07-29T19,35065
3702,2023-07-29T18,34337
3703,2023-07-29T17,34052
3704,2023-07-29T16,32242
3705,2023-07-29T15,30778
3706,2023-07-29T14,30532
3707,2023-07-29T13,30603
3708,2023-07-29T12,31205
3709,2023-07-29T11,32170
3710,2023-07-29T10,33477
3711,2023-07-29T09,34997
3712,2023-07-29T08,36811
3713,2023-07-29T07,39655
3714,2023-07-29T06,42389
3715,2023-07-29T05,44281
3716,2023-07-29T04,46061
3717,2023-07-29T03,47179
3718,2023-07-29T02,47190
3719,2023-07-29T01,46030
3720,2023-07-29T00,44760
3721,2023-07-28T23,43640
3722,2023-07-28T22,41968
3723,2023-07-28T21,40356
3724,2023-07-28T20,39462
3725,2023-07-28T19,38385
3726,2023-07-28T18,37542
3727,2023-07-28T17,37199
3728,2023-07-28T16,35644
3729,2023-07-28T15,33328
3730,2023-07-28T14,32054
3731,2023-07-28T13,31370
3732,2023-07-28T12,31818
3733,2023-07-28T11,32272
3734,2023-07-28T10,33832
3735,2023-07-28T09,35530
3736,2023-07-28T08,37830
3737,2023-07-28T07,40747
3738,2023-07-28T06,44082
3739,2023-07-28T05,46333
3740,2023-07-28T04,48059
3741,2023-07-28T03,49175
3742,2023-07-28T02,49710
3743,2023-07-28T01,49201
3744,2023-07-28T00,48052
3745,2023-07-27T23,46083
3746,2023-07-27T22,43590
3747,2023-07-27T21,41203
3748,2023-07-27T20,39990
3749,2023-07-27T19,38843
3750,2023-07-27T18,38714
3751,2023-07-27T17,37922
3752,2023-07-27T16,36367
3753,2023-07-27T15,33803
3754,2023-07-27T14,32158
3755,2023-07-27T13,31464
3756,2023-07-27T12,31712
3757,2023-07-27T11,32912
3758,2023-07-27T10,34270
3759,2023-07-27T09,36201
3760,2023-07-27T08,38906
3761,2023-07-27T07,42378
3762,2023-07-27T06,46030
3763,2023-07-27T05,48829
3764,2023-07-27T04,50798
3765,2023-07-27T03,52139
3766,2023-07-27T02,52659
3767,2023-07-27T01,51651
3768,2023-07-27T00,50122
3769,2023-07-26T23,48048
3770,2023-07-26T22,45720
3771,2023-07-26T21,43690
3772,2023-07-26T20,42557
3773,2023-07-26T19,40650
3774,2023-07-26T18,39788
3775,2023-07-26T17,38735
3776,2023-07-26T16,36252
3777,2023-07-26T15,33937
3778,2023-07-26T14,32944
3779,2023-07-26T13,32859
3780,2023-07-26T12,33318
3781,2023-07-26T11,33716
3782,2023-07-26T10,35196
3783,2023-07-26T09,37127
3784,2023-07-26T08,39920
3785,2023-07-26T07,43481
3786,2023-07-26T06,46934
3787,2023-07-26T05,49633
3788,2023-07-26T04,51736
3789,2023-07-26T03,52872
3790,2023-07-26T02,52680
3791,2023-07-26T01,51561
3792,2023-07-26T00,49875
3793,2023-07-25T23,47749
3794,2023-07-25T22,44855
3795,2023-07-25T21,42515
3796,2023-07-25T20,41136
3797,2023-07-25T19,39734
3798,2023-07-25T18,38672
3799,2023-07-25T17,38372
3800,2023-07-25T16,35852
3801,2023-07-25T15,33572
3802,2023-07-25T14,32311
3803,2023-07-25T13,31451
3804,2023-07-25T12,31892
3805,2023-07-25T11,32230
3806,2023-07-25T10,33268
3807,2023-07-25T09,35112
3808,2023-07-25T08,37715
3809,2023-07-25T07,41082
3810,2023-07-25T06,44513
3811,2023-07-25T05,46953
3812,2023-07-25T04,48535
3813,2023-07-25T03,49738
3814,2023-07-25T02,49386
3815,2023-07-25T01,48185
3816,2023-07-25T00,46737
3817,2023-07-24T23,45426
3818,2023-07-24T22,43250
3819,2023-07-24T21,41046
3820,2023-07-24T20,39740
3821,2023-07-24T19,38540
3822,2023-07-24T18,37997
3823,2023-07-24T17,37533
3824,2023-07-24T16,35827
3825,2023-07-24T15,33292
3826,2023-07-24T14,31740
3827,2023-07-24T13,31004
3828,2023-07-24T12,30920
3829,2023-07-24T11,31547
3830,2023-07-24T10,32392
3831,2023-07-24T09,33705
3832,2023-07-24T08,35605
3833,2023-07-24T07,38226
3834,2023-07-24T06,40887
3835,2023-07-24T05,42296
3836,2023-07-24T04,43059
3837,2023-07-24T03,43296
3838,2023-07-24T02,42954
3839,2023-07-24T01,42132
3840,2023-07-24T00,41352
3841,2023-07-23T23,40453
3842,2023-07-23T22,39330
3843,2023-07-23T21,37082
3844,2023-07-23T20,35911
3845,2023-07-23T19,34491
3846,2023-07-23T18,32895
3847,2023-07-23T17,32603
3848,2023-07-23T16,31171
3849,2023-07-23T15,29974
3850,2023-07-23T14,30174
3851,2023-07-23T13,30330
3852,2023-07-23T12,31094
3853,2023-07-23T11,32244
3854,2023-07-23T10,33665
3855,2023-07-23T09,35584
3856,2023-07-23T08,36912
3857,2023-07-23T07,40258
3858,2023-07-23T06,43684
3859,2023-07-23T05,45122
3860,2023-07-23T04,46628
3861,2023-07-23T03,47469
3862,2023-07-23T02,47051
3863,2023-07-23T01,46473
3864,2023-07-23T00,44700
3865,2023-07-22T23,42443
3866,2023-07-22T22,39661
3867,2023-07-22T21,37195
3868,2023-07-22T20,35833
3869,2023-07-22T19,35405
3870,2023-07-22T18,34772
3871,2023-07-22T17,34289
3872,2023-07-22T16,32758
3873,2023-07-22T15,30611
3874,2023-07-22T14,30216
3875,2023-07-22T13,30215
3876,2023-07-22T12,30843
3877,2023-07-22T11,32137
3878,2023-07-22T10,33846
3879,2023-07-22T09,36037
3880,2023-07-22T08,38372
3881,2023-07-22T07,41686
3882,2023-07-22T06,45135
3883,2023-07-22T05,47286
3884,2023-07-22T04,49257
3885,2023-07-22T03,50485
3886,2023-07-22T02,50075
3887,2023-07-22T01,48732
3888,2023-07-22T00,47108
3889,2023-07-21T23,45131
3890,2023-07-21T22,43246
3891,2023-07-21T21,40980
3892,2023-07-21T20,39773
3893,2023-07-21T19,39056
3894,2023-07-21T18,38612
3895,2023-07-21T17,37708
3896,2023-07-21T16,35844
3897,2023-07-21T15,33347
3898,2023-07-21T14,32311
3899,2023-07-21T13,32045
3900,2023-07-21T12,32393
3901,2023-07-21T11,32815
3902,2023-07-21T10,34134
3903,2023-07-21T09,36096
3904,2023-07-21T08,38584
3905,2023-07-21T07,41873
3906,2023-07-21T06,45441
3907,2023-07-21T05,47617
3908,2023-07-21T04,50218
3909,2023-07-21T03,51453
3910,2023-07-21T02,51064
3911,2023-07-21T01,49896
3912,2023-07-21T00,48458
3913,2023-07-20T23,46406
3914,2023-07-20T22,44394
3915,2023-07-20T21,42579
3916,2023-07-20T20,40704
3917,2023-07-20T19,39172
3918,2023-07-20T18,38315
3919,2023-07-20T17,37639
3920,2023-07-20T16,36134
3921,2023-07-20T15,33440
3922,2023-07-20T14,32277
3923,2023-07-20T13,32117
3924,2023-07-20T12,32379
3925,2023-07-20T11,32628
3926,2023-07-20T10,33645
3927,2023-07-20T09,35569
3928,2023-07-20T08,37626
3929,2023-07-20T07,40932
3930,2023-07-20T06,44359
3931,2023-07-20T05,46579
3932,2023-07-20T04,48401
3933,2023-07-20T03,49502
3934,2023-07-20T02,49298
3935,2023-07-20T01,48334
3936,2023-07-20T00,46755
3937,2023-07-19T23,44409
3938,2023-07-19T22,42625
3939,2023-07-19T21,41243
3940,2023-07-19T20,39914
3941,2023-07-19T19,38949
3942,2023-07-19T18,38437
3943,2023-07-19T17,37861
3944,2023-07-19T16,35985
3945,2023-07-19T15,33043
3946,2023-07-19T14,31648
3947,2023-07-19T13,30985
3948,2023-07-19T12,31267
3949,2023-07-19T11,31776
3950,2023-07-19T10,32942
3951,2023-07-19T09,34702
3952,2023-07-19T08,37271
3953,2023-07-19T07,40270
3954,2023-07-19T06,43748
3955,2023-07-19T05,45971
3956,2023-07-19T04,47720
3957,2023-07-19T03,49001
3958,2023-07-19T02,49365
3959,2023-07-19T01,49073
3960,2023-07-19T00,47946
3961,2023-07-18T23,46030
3962,2023-07-18T22,44004
3963,2023-07-18T21,41839
3964,2023-07-18T20,40440
3965,2023-07-18T19,39729
3966,2023-07-18T18,38824
3967,2023-07-18T17,37915
3968,2023-07-18T16,35690
3969,2023-07-18T15,33328
3970,2023-07-18T14,32026
3971,2023-07-18T13,31506
3972,2023-07-18T12,31800
3973,2023-07-18T11,32534
3974,2023-07-18T10,33972
3975,2023-07-18T09,36157
3976,2023-07-18T08,38916
3977,2023-07-18T07,42301
3978,2023-07-18T06,45742
3979,2023-07-18T05,48156
3980,2023-07-18T04,50188
3981,2023-07-18T03,51538
3982,2023-07-18T02,52019
3983,2023-07-18T01,51849
3984,2023-07-18T00,50748
3985,2023-07-17T23,48629
3986,2023-07-17T22,46235
3987,2023-07-17T21,43978
3988,2023-07-17T20,42135
3989,2023-07-17T19,40819
3990,2023-07-17T18,39701
3991,2023-07-17T17,38849
3992,2023-07-17T16,37086
3993,2023-07-17T15,34453
3994,2023-07-17T14,32771
3995,2023-07-17T13,32077
3996,2023-07-17T12,32331
3997,2023-07-17T11,32842
3998,2023-07-17T10,34315
3999,2023-07-17T09,35909
4000,2023-07-17T08,38003
4001,2023-07-17T07,40981
4002,2023-07-17T06,44083
4003,2023-07-17T05,46258
4004,2023-07-17T04,47412
4005,2023-07-17T03,48019
4006,2023-07-17T02,47423
4007,2023-07-17T01,45977
4008,2023-07-17T00,44366
4009,2023-07-16T23,42340
4010,2023-07-16T22,40637
4011,2023-07-16T21,38604
4012,2023-07-16T20,36602
4013,2023-07-16T19,35228
4014,2023-07-16T18,34218
4015,2023-07-16T17,33174
4016,2023-07-16T16,31328
4017,2023-07-16T15,29095
4018,2023-07-16T14,29051
4019,2023-07-16T13,29497
4020,2023-07-16T12,30339
4021,2023-07-16T11,31291
4022,2023-07-16T10,33054
4023,2023-07-16T09,35002
4024,2023-07-16T08,37363
4025,2023-07-16T07,40370
4026,2023-07-16T06,43423
4027,2023-07-16T05,45643
4028,2023-07-16T04,47195
4029,2023-07-16T03,47754
4030,2023-07-16T02,47015
4031,2023-07-16T01,45332
4032,2023-07-16T00,43499
4033,2023-07-15T23,40996
4034,2023-07-15T22,39126
4035,2023-07-15T21,37178
4036,2023-07-15T20,36009
4037,2023-07-15T19,35502
4038,2023-07-15T18,34969
4039,2023-07-15T17,34310
4040,2023-07-15T16,32043
4041,2023-07-15T15,29670
4042,2023-07-15T14,29393
4043,2023-07-15T13,29222
4044,2023-07-15T12,30050
4045,2023-07-15T11,31073
4046,2023-07-15T10,32845
4047,2023-07-15T09,35017
4048,2023-07-15T08,37669
4049,2023-07-15T07,40668
4050,2023-07-15T06,43717
4051,2023-07-15T05,46114
4052,2023-07-15T04,47895
4053,2023-07-15T03,48856
4054,2023-07-15T02,48467
4055,2023-07-15T01,47303
4056,2023-07-15T00,45637
4057,2023-07-14T23,43117
4058,2023-07-14T22,41107
4059,2023-07-14T21,39172
4060,2023-07-14T20,37700
4061,2023-07-14T19,36403
4062,2023-07-14T18,35659
4063,2023-07-14T17,34969
4064,2023-07-14T16,33771
4065,2023-07-14T15,31620
4066,2023-07-14T14,30492
4067,2023-07-14T13,30280
4068,2023-07-14T12,30553
4069,2023-07-14T11,31208
4070,2023-07-14T10,32059
4071,2023-07-14T09,33779
4072,2023-07-14T08,36434
4073,2023-07-14T07,39606
4074,2023-07-14T06,42783
4075,2023-07-14T05,44491
4076,2023-07-14T04,45892
4077,2023-07-14T03,46574
4078,2023-07-14T02,46139
4079,2023-07-14T01,44929
4080,2023-07-14T00,43584
4081,2023-07-13T23,41632
4082,2023-07-13T22,39766
4083,2023-07-13T21,38103
4084,2023-07-13T20,37571
4085,2023-07-13T19,36298
4086,2023-07-13T18,35028
4087,2023-07-13T17,34575
4088,2023-07-13T16,33062
4089,2023-07-13T15,31021
4090,2023-07-13T14,29857
4091,2023-07-13T13,29318
4092,2023-07-13T12,29648
4093,2023-07-13T11,30142
4094,2023-07-13T10,31561
4095,2023-07-13T09,33437
4096,2023-07-13T08,35684
4097,2023-07-13T07,38750
4098,2023-07-13T06,41629
4099,2023-07-13T05,43646
4100,2023-07-13T04,45092
4101,2023-07-13T03,45717
4102,2023-07-13T02,45348
4103,2023-07-13T01,44389
4104,2023-07-13T00,42750
4105,2023-07-12T23,40561
4106,2023-07-12T22,39441
4107,2023-07-12T21,37826
4108,2023-07-12T20,36495
4109,2023-07-12T19,35966
4110,2023-07-12T18,35238
4111,2023-07-12T17,34455
4112,2023-07-12T16,33210
4113,2023-07-12T15,30872
4114,2023-07-12T14,30008
4115,2023-07-12T13,29382
4116,2023-07-12T12,29605
4117,2023-07-12T11,30458
4118,2023-07-12T10,31588
4119,2023-07-12T09,33407
4120,2023-07-12T08,35655
4121,2023-07-12T07,38640
4122,2023-07-12T06,41446
4123,2023-07-12T05,43357
4124,2023-07-12T04,44583
4125,2023-07-12T03,44952
4126,2023-07-12T02,44088
4127,2023-07-12T01,42749
4128,2023-07-12T00,40700
4129,2023-07-11T23,38384
4130,2023-07-11T22,36583
4131,2023-07-11T21,34889
4132,2023-07-11T20,33747
4133,2023-07-11T19,33105
4134,2023-07-11T18,32601
4135,2023-07-11T17,32306
4136,2023-07-11T16,31370
